timestamp,cp_id,raw_payload
2025-12-14T16:34:30.360233,CP_001,"{""cp_id"": ""CP_001"", ""payload"": {}, ""message_type"": ""Heartbeat"", ""timestamp"": ""2025-12-14T16:34:30.360233""}"
2025-12-14T16:34:40.373109,CP_001,"{""cp_id"": ""CP_001"", ""payload"": {}, ""message_type"": ""Heartbeat"", ""timestamp"": ""2025-12-14T16:34:40.373109""}"
2025-12-14T16:34:50.387631,CP_001,"{""cp_id"": ""CP_001"", ""payload"": {}, ""message_type"": ""Heartbeat"", ""timestamp"": ""2025-12-14T16:34:50.387631""}"
2025-12-14T16:35:00.405840,CP_001,"{""cp_id"": ""CP_001"", ""payload"": {}, ""message_type"": ""Heartbeat"", ""timestamp"": ""2025-12-14T16:35:00.405840""}"
2025-12-14T16:35:10.424796,CP_001,"{""cp_id"": ""CP_001"", ""payload"": {}, ""message_type"": ""Heartbeat"", ""timestamp"": ""2025-12-14T16:35:10.424796""}"
2025-12-14T16:35:20.446464,CP_001,"{""cp_id"": ""CP_001"", ""payload"": {}, ""message_type"": ""Heartbeat"", ""timestamp"": ""2025-12-14T16:35:20.446464""}"
2025-12-14T16:35:30.464734,CP_001,"{""cp_id"": ""CP_001"", ""payload"": {}, ""message_type"": ""Heartbeat"", ""timestamp"": ""2025-12-14T16:35:30.464734""}"
2025-12-14T16:35:40.481277,CP_001,"{""cp_id"": ""CP_001"", ""payload"": {}, ""message_type"": ""Heartbeat"", ""timestamp"": ""2025-12-14T16:35:40.481277""}"
2025-12-14T16:35:50.498426,CP_001,"{""cp_id"": ""CP_001"", ""payload"": {}, ""message_type"": ""Heartbeat"", ""timestamp"": ""2025-12-14T16:35:50.498426""}"
2025-12-14T16:36:00.511214,CP_001,"{""cp_id"": ""CP_001"", ""payload"": {}, ""message_type"": ""Heartbeat"", ""timestamp"": ""2025-12-14T16:36:00.511214""}"
2025-12-14T16:36:10.523344,CP_001,"{""cp_id"": ""CP_001"", ""payload"": {}, ""message_type"": ""Heartbeat"", ""timestamp"": ""2025-12-14T16:36:10.523344""}"
2025-12-14T16:36:20.545519,CP_001,"{""cp_id"": ""CP_001"", ""payload"": {}, ""message_type"": ""Heartbeat"", ""timestamp"": ""2025-12-14T16:36:20.545519""}"
2025-12-14T16:36:30.560037,CP_001,"{""cp_id"": ""CP_001"", ""payload"": {}, ""message_type"": ""Heartbeat"", ""timestamp"": ""2025-12-14T16:36:30.560037""}"
2025-12-14T16:36:40.576312,CP_001,"{""cp_id"": ""CP_001"", ""payload"": {}, ""message_type"": ""Heartbeat"", ""timestamp"": ""2025-12-14T16:36:40.576312""}"
2025-12-14T16:36:50.591215,CP_001,"{""cp_id"": ""CP_001"", ""payload"": {}, ""message_type"": ""Heartbeat"", ""timestamp"": ""2025-12-14T16:36:50.591215""}"
2025-12-14T16:37:00.610734,CP_001,"{""cp_id"": ""CP_001"", ""payload"": {}, ""message_type"": ""Heartbeat"", ""timestamp"": ""2025-12-14T16:37:00.610734""}"
2025-12-14T16:37:10.637554,CP_001,"{""cp_id"": ""CP_001"", ""payload"": {}, ""message_type"": ""Heartbeat"", ""timestamp"": ""2025-12-14T16:37:10.637554""}"
2025-12-14T16:37:20.649358,CP_001,"{""cp_id"": ""CP_001"", ""payload"": {}, ""message_type"": ""Heartbeat"", ""timestamp"": ""2025-12-14T16:37:20.649358""}"
2025-12-14T16:37:30.667391,CP_001,"{""cp_id"": ""CP_001"", ""payload"": {}, ""message_type"": ""Heartbeat"", ""timestamp"": ""2025-12-14T16:37:30.667391""}"
2025-12-14T16:37:40.683531,CP_001,"{""cp_id"": ""CP_001"", ""payload"": {}, ""message_type"": ""Heartbeat"", ""timestamp"": ""2025-12-14T16:37:40.683531""}"
2025-12-14T16:37:50.698467,CP_001,"{""cp_id"": ""CP_001"", ""payload"": {}, ""message_type"": ""Heartbeat"", ""timestamp"": ""2025-12-14T16:37:50.698467""}"
2025-12-14T16:38:00.716776,CP_001,"{""cp_id"": ""CP_001"", ""payload"": {}, ""message_type"": ""Heartbeat"", ""timestamp"": ""2025-12-14T16:38:00.716776""}"
2025-12-14T16:38:10.730593,CP_001,"{""cp_id"": ""CP_001"", ""payload"": {}, ""message_type"": ""Heartbeat"", ""timestamp"": ""2025-12-14T16:38:10.730593""}"
2025-12-14T16:38:20.746377,CP_001,"{""cp_id"": ""CP_001"", ""payload"": {}, ""message_type"": ""Heartbeat"", ""timestamp"": ""2025-12-14T16:38:20.746377""}"
2025-12-14T16:38:30.760960,CP_001,"{""cp_id"": ""CP_001"", ""payload"": {}, ""message_type"": ""Heartbeat"", ""timestamp"": ""2025-12-14T16:38:30.760960""}"
