timestamp,charge_point_id,scenario,mode,step,message_type,transaction_id,connector_id,id_tag,power_kw,current_a,voltage_v,soc_percent,label,raw_payload
2025-12-27T14:48:17.098043,CP_001,swot_analizi,normal,1,BootNotification,,,,,,,,normal,"{""cp_id"": ""CP_001"", ""vendor"": ""AegisChargeSim"", ""model"": ""SimulatedModel"", ""payload"": {}, ""message_type"": ""BootNotification"", ""timestamp"": ""2025-12-27T14:48:17.098043""}"
2025-12-27T14:48:17+00:00,CP_001,swot_analizi,normal,2,StatusNotification,,1,,,,,,normal,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""status"": ""Available"", ""error_code"": ""NoError"", ""timestamp"": ""2025-12-27T14:48:17+00:00"", ""payload"": {}, ""message_type"": ""StatusNotification""}"
2025-12-27T14:48:17.204652,CP_001,swot_analizi,normal,3,Authorize,,,YUNUS_TAG,,,,,normal,"{""cp_id"": ""CP_001"", ""id_tag"": ""YUNUS_TAG"", ""status"": ""Accepted"", ""authorized"": true, ""timestamp"": ""2025-12-27T14:48:17.204652"", ""message_type"": ""Authorize""}"
2025-12-27T14:48:17+00:00,CP_001,swot_analizi,normal,4,StatusNotification,,1,,,,,,normal,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""status"": ""Preparing"", ""error_code"": ""NoError"", ""timestamp"": ""2025-12-27T14:48:17+00:00"", ""payload"": {}, ""message_type"": ""StatusNotification""}"
2025-12-27T14:48:17+00:00,CP_001,swot_analizi,normal,5,StartTransaction,1,1,YUNUS_TAG,,,,,normal,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""id_tag"": ""YUNUS_TAG"", ""meter_start"": 0, ""timestamp"": ""2025-12-27T14:48:17+00:00"", ""transaction_id"": 1, ""authorized"": true, ""payload"": {}, ""message_type"": ""StartTransaction""}"
2025-12-27T14:48:17+00:00,CP_001,swot_analizi,normal,6,StatusNotification,,1,,,,,,normal,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""status"": ""Charging"", ""error_code"": ""NoError"", ""timestamp"": ""2025-12-27T14:48:17+00:00"", ""payload"": {}, ""message_type"": ""StatusNotification""}"
2025-12-27T14:48:17.313444,CP_001,swot_analizi,normal,7,MeterValues,1,1,,21.834,94.931,230.0,50.01,normal,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""meter_value"": [{""timestamp"": ""2025-12-27T14:48:17+00:00"", ""sampled_value"": [{""value"": ""230.00"", ""measurand"": ""Voltage"", ""unit"": ""V""}, {""value"": ""94.931"", ""measurand"": ""Current.Import"", ""unit"": ""A""}, {""value"": ""21.834"", ""measurand"": ""Power.Active.Import"", ""unit"": ""kW""}, {""value"": ""50.01"", ""measurand"": ""SoC"", ""unit"": ""Percent""}]}], ""transaction_id"": 1, ""payload"": {}, ""message_type"": ""MeterValues"", ""timestamp"": ""2025-12-27T14:48:17.313444""}"
2025-12-27T14:48:18.316506,CP_001,swot_analizi,normal,8,MeterValues,1,1,,22.135,96.238,230.0,50.01,normal,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""meter_value"": [{""timestamp"": ""2025-12-27T14:48:18+00:00"", ""sampled_value"": [{""value"": ""230.00"", ""measurand"": ""Voltage"", ""unit"": ""V""}, {""value"": ""96.238"", ""measurand"": ""Current.Import"", ""unit"": ""A""}, {""value"": ""22.135"", ""measurand"": ""Power.Active.Import"", ""unit"": ""kW""}, {""value"": ""50.01"", ""measurand"": ""SoC"", ""unit"": ""Percent""}]}], ""transaction_id"": 1, ""payload"": {}, ""message_type"": ""MeterValues"", ""timestamp"": ""2025-12-27T14:48:18.316506""}"
2025-12-27T14:48:19.321012,CP_001,swot_analizi,normal,9,MeterValues,1,1,,21.975,95.542,230.0,50.02,normal,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""meter_value"": [{""timestamp"": ""2025-12-27T14:48:19+00:00"", ""sampled_value"": [{""value"": ""230.00"", ""measurand"": ""Voltage"", ""unit"": ""V""}, {""value"": ""95.542"", ""measurand"": ""Current.Import"", ""unit"": ""A""}, {""value"": ""21.975"", ""measurand"": ""Power.Active.Import"", ""unit"": ""kW""}, {""value"": ""50.02"", ""measurand"": ""SoC"", ""unit"": ""Percent""}]}], ""transaction_id"": 1, ""payload"": {}, ""message_type"": ""MeterValues"", ""timestamp"": ""2025-12-27T14:48:19.321012""}"
2025-12-27T14:48:20.324694,CP_001,swot_analizi,normal,10,MeterValues,1,1,,21.928,95.338,230.0,50.02,normal,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""meter_value"": [{""timestamp"": ""2025-12-27T14:48:20+00:00"", ""sampled_value"": [{""value"": ""230.00"", ""measurand"": ""Voltage"", ""unit"": ""V""}, {""value"": ""95.338"", ""measurand"": ""Current.Import"", ""unit"": ""A""}, {""value"": ""21.928"", ""measurand"": ""Power.Active.Import"", ""unit"": ""kW""}, {""value"": ""50.02"", ""measurand"": ""SoC"", ""unit"": ""Percent""}]}], ""transaction_id"": 1, ""payload"": {}, ""message_type"": ""MeterValues"", ""timestamp"": ""2025-12-27T14:48:20.324694""}"
