timestamp,charge_point_id,scenario,mode,step,message_type,transaction_id,connector_id,id_tag,power_kw,current_a,voltage_v,soc_percent,label,raw_payload
2025-12-15T10:46:44.523697,CP_001,reverse_charging,attack,1,BootNotification,,,,,,,,attack_meta,"{""cp_id"": ""CP_001"", ""vendor"": ""AegisChargeSim"", ""model"": ""SimulatedModel"", ""payload"": {}, ""message_type"": ""BootNotification"", ""timestamp"": ""2025-12-15T10:46:44.523697""}"
2025-12-15T10:46:44+00:00,CP_001,reverse_charging,attack,2,StatusNotification,,1,,,,,,attack_meta,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""status"": ""Available"", ""error_code"": ""NoError"", ""timestamp"": ""2025-12-15T10:46:44+00:00"", ""payload"": {}, ""message_type"": ""StatusNotification""}"
2025-12-15T10:46:44.565440,CP_001,reverse_charging,attack,3,Authorize,,,YUNUS_TAG,,,,,attack_meta,"{""cp_id"": ""CP_001"", ""id_tag"": ""YUNUS_TAG"", ""status"": ""Accepted"", ""authorized"": true, ""timestamp"": ""2025-12-15T10:46:44.565440"", ""message_type"": ""Authorize""}"
2025-12-15T10:46:44+00:00,CP_001,reverse_charging,attack,4,StatusNotification,,1,,,,,,attack_meta,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""status"": ""Preparing"", ""error_code"": ""NoError"", ""timestamp"": ""2025-12-15T10:46:44+00:00"", ""payload"": {}, ""message_type"": ""StatusNotification""}"
2025-12-15T10:46:44+00:00,CP_001,reverse_charging,attack,5,StartTransaction,1,1,YUNUS_TAG,,,,,attack_meta,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""id_tag"": ""YUNUS_TAG"", ""meter_start"": 0, ""timestamp"": ""2025-12-15T10:46:44+00:00"", ""transaction_id"": 1, ""authorized"": true, ""payload"": {}, ""message_type"": ""StartTransaction""}"
2025-12-15T10:46:44+00:00,CP_001,reverse_charging,attack,6,StatusNotification,,1,,,,,,attack_meta,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""status"": ""Charging"", ""error_code"": ""NoError"", ""timestamp"": ""2025-12-15T10:46:44+00:00"", ""payload"": {}, ""message_type"": ""StatusNotification""}"
2025-12-15T10:46:45.338791,CP_001,reverse_charging,attack,7,MeterValues,1,1,,-21.062,-91.903,229.18,49.82,relay_attack_latency,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""meter_value"": [{""timestamp"": ""2025-12-15T10:46:45+00:00"", ""sampled_value"": [{""value"": ""229.18"", ""measurand"": ""Voltage"", ""unit"": ""V""}, {""value"": ""-91.903"", ""measurand"": ""Current.Import"", ""unit"": ""A""}, {""value"": ""-21.062"", ""measurand"": ""Power.Active.Import"", ""unit"": ""kW""}, {""value"": ""49.82"", ""measurand"": ""SoC"", ""unit"": ""Percent""}]}], ""transaction_id"": 1, ""payload"": {}, ""message_type"": ""MeterValues"", ""timestamp"": ""2025-12-15T10:46:45.338791""}"
2025-12-15T10:46:47.205739,CP_001,reverse_charging,attack,8,MeterValues,1,1,,-21.221,-91.558,231.78,49.65,relay_attack_latency,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""meter_value"": [{""timestamp"": ""2025-12-15T10:46:47+00:00"", ""sampled_value"": [{""value"": ""231.78"", ""measurand"": ""Voltage"", ""unit"": ""V""}, {""value"": ""-91.558"", ""measurand"": ""Current.Import"", ""unit"": ""A""}, {""value"": ""-21.221"", ""measurand"": ""Power.Active.Import"", ""unit"": ""kW""}, {""value"": ""49.65"", ""measurand"": ""SoC"", ""unit"": ""Percent""}]}], ""transaction_id"": 1, ""payload"": {}, ""message_type"": ""MeterValues"", ""timestamp"": ""2025-12-15T10:46:47.205739""}"
2025-12-15T10:46:49.106100,CP_001,reverse_charging,attack,9,MeterValues,1,1,,-22.49,-97.023,231.8,49.46,relay_attack_latency,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""meter_value"": [{""timestamp"": ""2025-12-15T10:46:49+00:00"", ""sampled_value"": [{""value"": ""231.80"", ""measurand"": ""Voltage"", ""unit"": ""V""}, {""value"": ""-97.023"", ""measurand"": ""Current.Import"", ""unit"": ""A""}, {""value"": ""-22.490"", ""measurand"": ""Power.Active.Import"", ""unit"": ""kW""}, {""value"": ""49.46"", ""measurand"": ""SoC"", ""unit"": ""Percent""}]}], ""transaction_id"": 1, ""payload"": {}, ""message_type"": ""MeterValues"", ""timestamp"": ""2025-12-15T10:46:49.106100""}"
2025-12-15T10:46:50.793105,CP_001,reverse_charging,attack,10,MeterValues,1,1,,-21.146,-91.279,231.67,49.28,relay_attack_latency,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""meter_value"": [{""timestamp"": ""2025-12-15T10:46:50+00:00"", ""sampled_value"": [{""value"": ""231.67"", ""measurand"": ""Voltage"", ""unit"": ""V""}, {""value"": ""-91.279"", ""measurand"": ""Current.Import"", ""unit"": ""A""}, {""value"": ""-21.146"", ""measurand"": ""Power.Active.Import"", ""unit"": ""kW""}, {""value"": ""49.28"", ""measurand"": ""SoC"", ""unit"": ""Percent""}]}], ""transaction_id"": 1, ""payload"": {}, ""message_type"": ""MeterValues"", ""timestamp"": ""2025-12-15T10:46:50.793105""}"
2025-12-15T10:46:52.605573,CP_001,reverse_charging,attack,11,MeterValues,1,1,,-21.733,-94.542,229.88,49.1,relay_attack_latency,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""meter_value"": [{""timestamp"": ""2025-12-15T10:46:52+00:00"", ""sampled_value"": [{""value"": ""229.88"", ""measurand"": ""Voltage"", ""unit"": ""V""}, {""value"": ""-94.542"", ""measurand"": ""Current.Import"", ""unit"": ""A""}, {""value"": ""-21.733"", ""measurand"": ""Power.Active.Import"", ""unit"": ""kW""}, {""value"": ""49.10"", ""measurand"": ""SoC"", ""unit"": ""Percent""}]}], ""transaction_id"": 1, ""payload"": {}, ""message_type"": ""MeterValues"", ""timestamp"": ""2025-12-15T10:46:52.605573""}"
