timestamp,cp_id,message_type,raw_payload
2025-12-11T19:12:05.498248,CP_001,BootNotification,"{""cp_id"": ""CP_001"", ""vendor"": ""AegisChargeSim"", ""model"": ""SimulatedModel"", ""payload"": {}, ""message_type"": ""BootNotification"", ""timestamp"": ""2025-12-11T19:12:05.498248""}"
2025-12-11T19:12:05.498629,CP_004,BootNotification,"{""cp_id"": ""CP_004"", ""vendor"": ""AegisChargeSim"", ""model"": ""SimulatedModel"", ""payload"": {}, ""message_type"": ""BootNotification"", ""timestamp"": ""2025-12-11T19:12:05.498629""}"
2025-12-11T19:12:05.517532,CP_005,BootNotification,"{""cp_id"": ""CP_005"", ""vendor"": ""AegisChargeSim"", ""model"": ""SimulatedModel"", ""payload"": {}, ""message_type"": ""BootNotification"", ""timestamp"": ""2025-12-11T19:12:05.517532""}"
2025-12-11T19:12:05.518323,CP_003,BootNotification,"{""cp_id"": ""CP_003"", ""vendor"": ""AegisChargeSim"", ""model"": ""SimulatedModel"", ""payload"": {}, ""message_type"": ""BootNotification"", ""timestamp"": ""2025-12-11T19:12:05.518323""}"
2025-12-11T19:12:05.518610,CP_002,BootNotification,"{""cp_id"": ""CP_002"", ""vendor"": ""AegisChargeSim"", ""model"": ""SimulatedModel"", ""payload"": {}, ""message_type"": ""BootNotification"", ""timestamp"": ""2025-12-11T19:12:05.518610""}"
2025-12-11T19:12:08.059987,CP_007,BootNotification,"{""cp_id"": ""CP_007"", ""vendor"": ""AegisChargeSim"", ""model"": ""SimulatedModel"", ""payload"": {}, ""message_type"": ""BootNotification"", ""timestamp"": ""2025-12-11T19:12:08.059987""}"
2025-12-11T19:12:08.060195,CP_009,BootNotification,"{""cp_id"": ""CP_009"", ""vendor"": ""AegisChargeSim"", ""model"": ""SimulatedModel"", ""payload"": {}, ""message_type"": ""BootNotification"", ""timestamp"": ""2025-12-11T19:12:08.060195""}"
2025-12-11T19:12:08.060862,CP_008,BootNotification,"{""cp_id"": ""CP_008"", ""vendor"": ""AegisChargeSim"", ""model"": ""SimulatedModel"", ""payload"": {}, ""message_type"": ""BootNotification"", ""timestamp"": ""2025-12-11T19:12:08.060862""}"
2025-12-11T19:12:08.061896,CP_006,BootNotification,"{""cp_id"": ""CP_006"", ""vendor"": ""AegisChargeSim"", ""model"": ""SimulatedModel"", ""payload"": {}, ""message_type"": ""BootNotification"", ""timestamp"": ""2025-12-11T19:12:08.061896""}"
2025-12-11T19:12:08.062321,CP_010,BootNotification,"{""cp_id"": ""CP_010"", ""vendor"": ""AegisChargeSim"", ""model"": ""SimulatedModel"", ""payload"": {}, ""message_type"": ""BootNotification"", ""timestamp"": ""2025-12-11T19:12:08.062321""}"
2025-12-11T19:12:08+00:00,CP_001,StatusNotification,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""status"": ""Available"", ""error_code"": ""NoError"", ""timestamp"": ""2025-12-11T19:12:08+00:00"", ""payload"": {}, ""message_type"": ""StatusNotification""}"
2025-12-11T19:12:08+00:00,CP_002,StatusNotification,"{""cp_id"": ""CP_002"", ""connector_id"": 1, ""status"": ""Available"", ""error_code"": ""NoError"", ""timestamp"": ""2025-12-11T19:12:08+00:00"", ""payload"": {}, ""message_type"": ""StatusNotification""}"
2025-12-11T19:12:08+00:00,CP_003,StatusNotification,"{""cp_id"": ""CP_003"", ""connector_id"": 1, ""status"": ""Available"", ""error_code"": ""NoError"", ""timestamp"": ""2025-12-11T19:12:08+00:00"", ""payload"": {}, ""message_type"": ""StatusNotification""}"
2025-12-11T19:12:08+00:00,CP_004,StatusNotification,"{""cp_id"": ""CP_004"", ""connector_id"": 1, ""status"": ""Available"", ""error_code"": ""NoError"", ""timestamp"": ""2025-12-11T19:12:08+00:00"", ""payload"": {}, ""message_type"": ""StatusNotification""}"
2025-12-11T19:12:08+00:00,CP_005,StatusNotification,"{""cp_id"": ""CP_005"", ""connector_id"": 1, ""status"": ""Available"", ""error_code"": ""NoError"", ""timestamp"": ""2025-12-11T19:12:08+00:00"", ""payload"": {}, ""message_type"": ""StatusNotification""}"
2025-12-11T19:12:08+00:00,CP_006,StatusNotification,"{""cp_id"": ""CP_006"", ""connector_id"": 1, ""status"": ""Available"", ""error_code"": ""NoError"", ""timestamp"": ""2025-12-11T19:12:08+00:00"", ""payload"": {}, ""message_type"": ""StatusNotification""}"
2025-12-11T19:12:08+00:00,CP_007,StatusNotification,"{""cp_id"": ""CP_007"", ""connector_id"": 1, ""status"": ""Available"", ""error_code"": ""NoError"", ""timestamp"": ""2025-12-11T19:12:08+00:00"", ""payload"": {}, ""message_type"": ""StatusNotification""}"
2025-12-11T19:12:08+00:00,CP_008,StatusNotification,"{""cp_id"": ""CP_008"", ""connector_id"": 1, ""status"": ""Available"", ""error_code"": ""NoError"", ""timestamp"": ""2025-12-11T19:12:08+00:00"", ""payload"": {}, ""message_type"": ""StatusNotification""}"
2025-12-11T19:12:08+00:00,CP_009,StatusNotification,"{""cp_id"": ""CP_009"", ""connector_id"": 1, ""status"": ""Available"", ""error_code"": ""NoError"", ""timestamp"": ""2025-12-11T19:12:08+00:00"", ""payload"": {}, ""message_type"": ""StatusNotification""}"
2025-12-11T19:12:09+00:00,CP_010,StatusNotification,"{""cp_id"": ""CP_010"", ""connector_id"": 1, ""status"": ""Available"", ""error_code"": ""NoError"", ""timestamp"": ""2025-12-11T19:12:09+00:00"", ""payload"": {}, ""message_type"": ""StatusNotification""}"
