timestamp,charge_point_id,scenario,mode,step,message_type,transaction_id,connector_id,id_tag,power_kw,current_a,voltage_v,soc_percent,label,raw_payload
2025-12-15T17:30:35.123534,CP_003,karanlik_profil,attack,1,BootNotification,,,,,,,,attack_meta,"{""cp_id"": ""CP_003"", ""vendor"": ""AegisChargeSim"", ""model"": ""SimulatedModel"", ""payload"": {}, ""message_type"": ""BootNotification"", ""timestamp"": ""2025-12-15T17:30:35.123534""}"
2025-12-15T17:30:35.123898,CP_004,karanlik_profil,attack,2,BootNotification,,,,,,,,attack_meta,"{""cp_id"": ""CP_004"", ""vendor"": ""AegisChargeSim"", ""model"": ""SimulatedModel"", ""payload"": {}, ""message_type"": ""BootNotification"", ""timestamp"": ""2025-12-15T17:30:35.123898""}"
2025-12-15T17:30:35.125330,CP_005,karanlik_profil,attack,3,BootNotification,,,,,,,,attack_meta,"{""cp_id"": ""CP_005"", ""vendor"": ""AegisChargeSim"", ""model"": ""SimulatedModel"", ""payload"": {}, ""message_type"": ""BootNotification"", ""timestamp"": ""2025-12-15T17:30:35.125330""}"
2025-12-15T17:30:35.133047,CP_001,karanlik_profil,attack,4,BootNotification,,,,,,,,attack_meta,"{""cp_id"": ""CP_001"", ""vendor"": ""AegisChargeSim"", ""model"": ""SimulatedModel"", ""payload"": {}, ""message_type"": ""BootNotification"", ""timestamp"": ""2025-12-15T17:30:35.133047""}"
2025-12-15T17:30:35.133326,CP_002,karanlik_profil,attack,5,BootNotification,,,,,,,,attack_meta,"{""cp_id"": ""CP_002"", ""vendor"": ""AegisChargeSim"", ""model"": ""SimulatedModel"", ""payload"": {}, ""message_type"": ""BootNotification"", ""timestamp"": ""2025-12-15T17:30:35.133326""}"
2025-12-15T17:30:37.670685,CP_010,karanlik_profil,attack,6,BootNotification,,,,,,,,attack_meta,"{""cp_id"": ""CP_010"", ""vendor"": ""AegisChargeSim"", ""model"": ""SimulatedModel"", ""payload"": {}, ""message_type"": ""BootNotification"", ""timestamp"": ""2025-12-15T17:30:37.670685""}"
2025-12-15T17:30:37.671701,CP_009,karanlik_profil,attack,7,BootNotification,,,,,,,,attack_meta,"{""cp_id"": ""CP_009"", ""vendor"": ""AegisChargeSim"", ""model"": ""SimulatedModel"", ""payload"": {}, ""message_type"": ""BootNotification"", ""timestamp"": ""2025-12-15T17:30:37.671701""}"
2025-12-15T17:30:37.672016,CP_008,karanlik_profil,attack,8,BootNotification,,,,,,,,attack_meta,"{""cp_id"": ""CP_008"", ""vendor"": ""AegisChargeSim"", ""model"": ""SimulatedModel"", ""payload"": {}, ""message_type"": ""BootNotification"", ""timestamp"": ""2025-12-15T17:30:37.672016""}"
2025-12-15T17:30:37.672501,CP_006,karanlik_profil,attack,9,BootNotification,,,,,,,,attack_meta,"{""cp_id"": ""CP_006"", ""vendor"": ""AegisChargeSim"", ""model"": ""SimulatedModel"", ""payload"": {}, ""message_type"": ""BootNotification"", ""timestamp"": ""2025-12-15T17:30:37.672501""}"
2025-12-15T17:30:37.672789,CP_007,karanlik_profil,attack,10,BootNotification,,,,,,,,attack_meta,"{""cp_id"": ""CP_007"", ""vendor"": ""AegisChargeSim"", ""model"": ""SimulatedModel"", ""payload"": {}, ""message_type"": ""BootNotification"", ""timestamp"": ""2025-12-15T17:30:37.672789""}"
2025-12-15T17:30:37+00:00,CP_001,karanlik_profil,attack,11,StatusNotification,,1,,,,,,attack_meta,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""status"": ""Available"", ""error_code"": ""NoError"", ""timestamp"": ""2025-12-15T17:30:37+00:00"", ""payload"": {}, ""message_type"": ""StatusNotification""}"
2025-12-15T17:30:37+00:00,CP_002,karanlik_profil,attack,12,StatusNotification,,1,,,,,,attack_meta,"{""cp_id"": ""CP_002"", ""connector_id"": 1, ""status"": ""Available"", ""error_code"": ""NoError"", ""timestamp"": ""2025-12-15T17:30:37+00:00"", ""payload"": {}, ""message_type"": ""StatusNotification""}"
