timestamp,charge_point_id,scenario,mode,step,message_type,transaction_id,connector_id,id_tag,power_kw,current_a,voltage_v,soc_percent,label,raw_payload
2025-12-08T18:34:15.967019,CP_002,sebeke_istikrarsizligi,attack,1,BootNotification,,,,,,,,attack_meta,"{""cp_id"": ""CP_002"", ""vendor"": ""AegisChargeSim"", ""model"": ""SimulatedModel"", ""payload"": {}, ""message_type"": ""BootNotification"", ""timestamp"": ""2025-12-08T18:34:15.967019""}"
2025-12-08T18:34:15.967494,CP_003,sebeke_istikrarsizligi,attack,2,BootNotification,,,,,,,,attack_meta,"{""cp_id"": ""CP_003"", ""vendor"": ""AegisChargeSim"", ""model"": ""SimulatedModel"", ""payload"": {}, ""message_type"": ""BootNotification"", ""timestamp"": ""2025-12-08T18:34:15.967494""}"
2025-12-08T18:34:15.968242,CP_001,sebeke_istikrarsizligi,attack,3,BootNotification,,,,,,,,attack_meta,"{""cp_id"": ""CP_001"", ""vendor"": ""AegisChargeSim"", ""model"": ""SimulatedModel"", ""payload"": {}, ""message_type"": ""BootNotification"", ""timestamp"": ""2025-12-08T18:34:15.968242""}"
2025-12-08T18:34:15.978882,CP_005,sebeke_istikrarsizligi,attack,4,BootNotification,,,,,,,,attack_meta,"{""cp_id"": ""CP_005"", ""vendor"": ""AegisChargeSim"", ""model"": ""SimulatedModel"", ""payload"": {}, ""message_type"": ""BootNotification"", ""timestamp"": ""2025-12-08T18:34:15.978882""}"
2025-12-08T18:34:15.979626,CP_004,sebeke_istikrarsizligi,attack,5,BootNotification,,,,,,,,attack_meta,"{""cp_id"": ""CP_004"", ""vendor"": ""AegisChargeSim"", ""model"": ""SimulatedModel"", ""payload"": {}, ""message_type"": ""BootNotification"", ""timestamp"": ""2025-12-08T18:34:15.979626""}"
2025-12-08T18:34:18.532628,CP_006,sebeke_istikrarsizligi,attack,6,BootNotification,,,,,,,,attack_meta,"{""cp_id"": ""CP_006"", ""vendor"": ""AegisChargeSim"", ""model"": ""SimulatedModel"", ""payload"": {}, ""message_type"": ""BootNotification"", ""timestamp"": ""2025-12-08T18:34:18.532628""}"
2025-12-08T18:34:18.533094,CP_008,sebeke_istikrarsizligi,attack,7,BootNotification,,,,,,,,attack_meta,"{""cp_id"": ""CP_008"", ""vendor"": ""AegisChargeSim"", ""model"": ""SimulatedModel"", ""payload"": {}, ""message_type"": ""BootNotification"", ""timestamp"": ""2025-12-08T18:34:18.533094""}"
2025-12-08T18:34:18.533781,CP_007,sebeke_istikrarsizligi,attack,8,BootNotification,,,,,,,,attack_meta,"{""cp_id"": ""CP_007"", ""vendor"": ""AegisChargeSim"", ""model"": ""SimulatedModel"", ""payload"": {}, ""message_type"": ""BootNotification"", ""timestamp"": ""2025-12-08T18:34:18.533781""}"
2025-12-08T18:34:18.534915,CP_009,sebeke_istikrarsizligi,attack,9,BootNotification,,,,,,,,attack_meta,"{""cp_id"": ""CP_009"", ""vendor"": ""AegisChargeSim"", ""model"": ""SimulatedModel"", ""payload"": {}, ""message_type"": ""BootNotification"", ""timestamp"": ""2025-12-08T18:34:18.534915""}"
2025-12-08T18:34:18.535501,CP_010,sebeke_istikrarsizligi,attack,10,BootNotification,,,,,,,,attack_meta,"{""cp_id"": ""CP_010"", ""vendor"": ""AegisChargeSim"", ""model"": ""SimulatedModel"", ""payload"": {}, ""message_type"": ""BootNotification"", ""timestamp"": ""2025-12-08T18:34:18.535501""}"
