timestamp,charge_point_id,scenario,mode,step,message_type,transaction_id,connector_id,id_tag,power_kw,current_a,voltage_v,soc_percent,label,raw_payload
2025-12-11T18:57:20.707145,CP_003,uzaktan_komut_taklidi,normal,1,BootNotification,,,,,,,,normal,"{""cp_id"": ""CP_003"", ""vendor"": ""AegisChargeSim"", ""model"": ""SimulatedModel"", ""payload"": {}, ""message_type"": ""BootNotification"", ""timestamp"": ""2025-12-11T18:57:20.707145""}"
2025-12-11T18:57:20.707537,CP_001,uzaktan_komut_taklidi,normal,2,BootNotification,,,,,,,,normal,"{""cp_id"": ""CP_001"", ""vendor"": ""AegisChargeSim"", ""model"": ""SimulatedModel"", ""payload"": {}, ""message_type"": ""BootNotification"", ""timestamp"": ""2025-12-11T18:57:20.707537""}"
2025-12-11T18:57:20.727372,CP_002,uzaktan_komut_taklidi,normal,3,BootNotification,,,,,,,,normal,"{""cp_id"": ""CP_002"", ""vendor"": ""AegisChargeSim"", ""model"": ""SimulatedModel"", ""payload"": {}, ""message_type"": ""BootNotification"", ""timestamp"": ""2025-12-11T18:57:20.727372""}"
2025-12-11T18:57:20.727737,CP_005,uzaktan_komut_taklidi,normal,4,BootNotification,,,,,,,,normal,"{""cp_id"": ""CP_005"", ""vendor"": ""AegisChargeSim"", ""model"": ""SimulatedModel"", ""payload"": {}, ""message_type"": ""BootNotification"", ""timestamp"": ""2025-12-11T18:57:20.727737""}"
2025-12-11T18:57:20.728297,CP_004,uzaktan_komut_taklidi,normal,5,BootNotification,,,,,,,,normal,"{""cp_id"": ""CP_004"", ""vendor"": ""AegisChargeSim"", ""model"": ""SimulatedModel"", ""payload"": {}, ""message_type"": ""BootNotification"", ""timestamp"": ""2025-12-11T18:57:20.728297""}"
2025-12-11T18:57:23.274264,CP_007,uzaktan_komut_taklidi,normal,6,BootNotification,,,,,,,,normal,"{""cp_id"": ""CP_007"", ""vendor"": ""AegisChargeSim"", ""model"": ""SimulatedModel"", ""payload"": {}, ""message_type"": ""BootNotification"", ""timestamp"": ""2025-12-11T18:57:23.274264""}"
2025-12-11T18:57:23.274474,CP_009,uzaktan_komut_taklidi,normal,7,BootNotification,,,,,,,,normal,"{""cp_id"": ""CP_009"", ""vendor"": ""AegisChargeSim"", ""model"": ""SimulatedModel"", ""payload"": {}, ""message_type"": ""BootNotification"", ""timestamp"": ""2025-12-11T18:57:23.274474""}"
2025-12-11T18:57:23.274799,CP_008,uzaktan_komut_taklidi,normal,8,BootNotification,,,,,,,,normal,"{""cp_id"": ""CP_008"", ""vendor"": ""AegisChargeSim"", ""model"": ""SimulatedModel"", ""payload"": {}, ""message_type"": ""BootNotification"", ""timestamp"": ""2025-12-11T18:57:23.274799""}"
2025-12-11T18:57:23.281190,CP_006,uzaktan_komut_taklidi,normal,9,BootNotification,,,,,,,,normal,"{""cp_id"": ""CP_006"", ""vendor"": ""AegisChargeSim"", ""model"": ""SimulatedModel"", ""payload"": {}, ""message_type"": ""BootNotification"", ""timestamp"": ""2025-12-11T18:57:23.281190""}"
2025-12-11T18:57:23.281533,CP_010,uzaktan_komut_taklidi,normal,10,BootNotification,,,,,,,,normal,"{""cp_id"": ""CP_010"", ""vendor"": ""AegisChargeSim"", ""model"": ""SimulatedModel"", ""payload"": {}, ""message_type"": ""BootNotification"", ""timestamp"": ""2025-12-11T18:57:23.281533""}"
2025-12-11T18:57:23+00:00,CP_001,uzaktan_komut_taklidi,normal,11,StatusNotification,,1,,,,,,normal,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""status"": ""Available"", ""error_code"": ""NoError"", ""timestamp"": ""2025-12-11T18:57:23+00:00"", ""payload"": {}, ""message_type"": ""StatusNotification""}"
2025-12-11T18:57:23+00:00,CP_002,uzaktan_komut_taklidi,normal,12,StatusNotification,,1,,,,,,normal,"{""cp_id"": ""CP_002"", ""connector_id"": 1, ""status"": ""Available"", ""error_code"": ""NoError"", ""timestamp"": ""2025-12-11T18:57:23+00:00"", ""payload"": {}, ""message_type"": ""StatusNotification""}"
2025-12-11T18:57:23+00:00,CP_003,uzaktan_komut_taklidi,normal,13,StatusNotification,,1,,,,,,normal,"{""cp_id"": ""CP_003"", ""connector_id"": 1, ""status"": ""Available"", ""error_code"": ""NoError"", ""timestamp"": ""2025-12-11T18:57:23+00:00"", ""payload"": {}, ""message_type"": ""StatusNotification""}"
2025-12-11T18:57:23+00:00,CP_004,uzaktan_komut_taklidi,normal,14,StatusNotification,,1,,,,,,normal,"{""cp_id"": ""CP_004"", ""connector_id"": 1, ""status"": ""Available"", ""error_code"": ""NoError"", ""timestamp"": ""2025-12-11T18:57:23+00:00"", ""payload"": {}, ""message_type"": ""StatusNotification""}"
2025-12-11T18:57:23+00:00,CP_005,uzaktan_komut_taklidi,normal,15,StatusNotification,,1,,,,,,normal,"{""cp_id"": ""CP_005"", ""connector_id"": 1, ""status"": ""Available"", ""error_code"": ""NoError"", ""timestamp"": ""2025-12-11T18:57:23+00:00"", ""payload"": {}, ""message_type"": ""StatusNotification""}"
2025-12-11T18:57:23+00:00,CP_006,uzaktan_komut_taklidi,normal,16,StatusNotification,,1,,,,,,normal,"{""cp_id"": ""CP_006"", ""connector_id"": 1, ""status"": ""Available"", ""error_code"": ""NoError"", ""timestamp"": ""2025-12-11T18:57:23+00:00"", ""payload"": {}, ""message_type"": ""StatusNotification""}"
2025-12-11T18:57:23+00:00,CP_007,uzaktan_komut_taklidi,normal,17,StatusNotification,,1,,,,,,normal,"{""cp_id"": ""CP_007"", ""connector_id"": 1, ""status"": ""Available"", ""error_code"": ""NoError"", ""timestamp"": ""2025-12-11T18:57:23+00:00"", ""payload"": {}, ""message_type"": ""StatusNotification""}"
2025-12-11T18:57:24+00:00,CP_008,uzaktan_komut_taklidi,normal,18,StatusNotification,,1,,,,,,normal,"{""cp_id"": ""CP_008"", ""connector_id"": 1, ""status"": ""Available"", ""error_code"": ""NoError"", ""timestamp"": ""2025-12-11T18:57:24+00:00"", ""payload"": {}, ""message_type"": ""StatusNotification""}"
