timestamp,charge_point_id,scenario,mode,step,message_type,transaction_id,connector_id,id_tag,power_kw,current_a,voltage_v,soc_percent,label,raw_payload
2025-12-14T16:34:20.332676,CP_001,dalgali_yuk,normal,1,BootNotification,,,,,,,,normal,"{""cp_id"": ""CP_001"", ""vendor"": ""AegisChargeSim"", ""model"": ""SimulatedModel"", ""payload"": {}, ""message_type"": ""BootNotification"", ""timestamp"": ""2025-12-14T16:34:20.332676""}"
2025-12-14T16:34:20+00:00,CP_001,dalgali_yuk,normal,2,StatusNotification,,1,,,,,,normal,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""status"": ""Available"", ""error_code"": ""NoError"", ""timestamp"": ""2025-12-14T16:34:20+00:00"", ""payload"": {}, ""message_type"": ""StatusNotification""}"
2025-12-14T16:34:20.483780,CP_001,dalgali_yuk,normal,3,Authorize,,,YUNUS_TAG,,,,,normal,"{""cp_id"": ""CP_001"", ""id_tag"": ""YUNUS_TAG"", ""status"": ""Accepted"", ""authorized"": true, ""timestamp"": ""2025-12-14T16:34:20.483780"", ""message_type"": ""Authorize""}"
2025-12-14T16:34:20+00:00,CP_001,dalgali_yuk,normal,4,StatusNotification,,1,,,,,,normal,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""status"": ""Preparing"", ""error_code"": ""NoError"", ""timestamp"": ""2025-12-14T16:34:20+00:00"", ""payload"": {}, ""message_type"": ""StatusNotification""}"
2025-12-14T16:34:20+00:00,CP_001,dalgali_yuk,normal,5,StartTransaction,1,1,YUNUS_TAG,,,,,normal,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""id_tag"": ""YUNUS_TAG"", ""meter_start"": 0, ""timestamp"": ""2025-12-14T16:34:20+00:00"", ""transaction_id"": 1, ""authorized"": true, ""payload"": {}, ""message_type"": ""StartTransaction""}"
2025-12-14T16:34:20+00:00,CP_001,dalgali_yuk,normal,6,StatusNotification,,1,,,,,,normal,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""status"": ""Charging"", ""error_code"": ""NoError"", ""timestamp"": ""2025-12-14T16:34:20+00:00"", ""payload"": {}, ""message_type"": ""StatusNotification""}"
2025-12-14T16:34:20.675819,CP_001,dalgali_yuk,normal,7,MeterValues,1,1,,7.116,17.79,400.0,20.0,normal,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""meter_value"": [{""timestamp"": ""2025-12-14T16:34:20+00:00"", ""sampled_value"": [{""value"": ""400.00"", ""measurand"": ""Voltage"", ""unit"": ""V""}, {""value"": ""17.790"", ""measurand"": ""Current.Import"", ""unit"": ""A""}, {""value"": ""7.116"", ""measurand"": ""Power.Active.Import"", ""unit"": ""kW""}, {""value"": ""20.00"", ""measurand"": ""SoC"", ""unit"": ""Percent""}]}], ""transaction_id"": 1, ""payload"": {}, ""message_type"": ""MeterValues"", ""timestamp"": ""2025-12-14T16:34:20.675819""}"
2025-12-14T16:34:21.705171,CP_001,dalgali_yuk,normal,8,MeterValues,1,1,,6.761,16.903,400.0,20.01,normal,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""meter_value"": [{""timestamp"": ""2025-12-14T16:34:21+00:00"", ""sampled_value"": [{""value"": ""400.00"", ""measurand"": ""Voltage"", ""unit"": ""V""}, {""value"": ""16.903"", ""measurand"": ""Current.Import"", ""unit"": ""A""}, {""value"": ""6.761"", ""measurand"": ""Power.Active.Import"", ""unit"": ""kW""}, {""value"": ""20.01"", ""measurand"": ""SoC"", ""unit"": ""Percent""}]}], ""transaction_id"": 1, ""payload"": {}, ""message_type"": ""MeterValues"", ""timestamp"": ""2025-12-14T16:34:21.705171""}"
2025-12-14T16:34:22.734404,CP_001,dalgali_yuk,normal,9,MeterValues,1,1,,6.915,17.288,400.0,20.01,normal,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""meter_value"": [{""timestamp"": ""2025-12-14T16:34:22+00:00"", ""sampled_value"": [{""value"": ""400.00"", ""measurand"": ""Voltage"", ""unit"": ""V""}, {""value"": ""17.288"", ""measurand"": ""Current.Import"", ""unit"": ""A""}, {""value"": ""6.915"", ""measurand"": ""Power.Active.Import"", ""unit"": ""kW""}, {""value"": ""20.01"", ""measurand"": ""SoC"", ""unit"": ""Percent""}]}], ""transaction_id"": 1, ""payload"": {}, ""message_type"": ""MeterValues"", ""timestamp"": ""2025-12-14T16:34:22.734404""}"
2025-12-14T16:34:23.751224,CP_001,dalgali_yuk,normal,10,MeterValues,1,1,,7.205,18.013,400.0,20.01,normal,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""meter_value"": [{""timestamp"": ""2025-12-14T16:34:23+00:00"", ""sampled_value"": [{""value"": ""400.00"", ""measurand"": ""Voltage"", ""unit"": ""V""}, {""value"": ""18.013"", ""measurand"": ""Current.Import"", ""unit"": ""A""}, {""value"": ""7.205"", ""measurand"": ""Power.Active.Import"", ""unit"": ""kW""}, {""value"": ""20.01"", ""measurand"": ""SoC"", ""unit"": ""Percent""}]}], ""transaction_id"": 1, ""payload"": {}, ""message_type"": ""MeterValues"", ""timestamp"": ""2025-12-14T16:34:23.751224""}"
2025-12-14T16:34:24.779562,CP_001,dalgali_yuk,normal,11,MeterValues,1,1,,6.88,17.201,400.0,20.02,normal,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""meter_value"": [{""timestamp"": ""2025-12-14T16:34:24+00:00"", ""sampled_value"": [{""value"": ""400.00"", ""measurand"": ""Voltage"", ""unit"": ""V""}, {""value"": ""17.201"", ""measurand"": ""Current.Import"", ""unit"": ""A""}, {""value"": ""6.880"", ""measurand"": ""Power.Active.Import"", ""unit"": ""kW""}, {""value"": ""20.02"", ""measurand"": ""SoC"", ""unit"": ""Percent""}]}], ""transaction_id"": 1, ""payload"": {}, ""message_type"": ""MeterValues"", ""timestamp"": ""2025-12-14T16:34:24.779562""}"
2025-12-14T16:34:25.809174,CP_001,dalgali_yuk,normal,12,MeterValues,1,1,,7.249,18.122,400.0,20.02,normal,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""meter_value"": [{""timestamp"": ""2025-12-14T16:34:25+00:00"", ""sampled_value"": [{""value"": ""400.00"", ""measurand"": ""Voltage"", ""unit"": ""V""}, {""value"": ""18.122"", ""measurand"": ""Current.Import"", ""unit"": ""A""}, {""value"": ""7.249"", ""measurand"": ""Power.Active.Import"", ""unit"": ""kW""}, {""value"": ""20.02"", ""measurand"": ""SoC"", ""unit"": ""Percent""}]}], ""transaction_id"": 1, ""payload"": {}, ""message_type"": ""MeterValues"", ""timestamp"": ""2025-12-14T16:34:25.809174""}"
