Timestamp,Connector_ID,Status,Error_Code,Label
2025-12-11T21:57:34+00:00,1,Available,NoError,normal
2025-12-11T21:57:34+00:00,1,Available,NoError,normal
2025-12-11T21:57:34+00:00,1,Available,NoError,normal
2025-12-11T21:57:34+00:00,1,Available,NoError,normal
2025-12-11T21:57:34+00:00,1,Available,NoError,normal
2025-12-11T21:57:35+00:00,1,Available,NoError,normal
2025-12-11T21:57:35+00:00,1,Available,NoError,normal
2025-12-11T21:57:35+00:00,1,Available,NoError,normal
2025-12-11T21:57:35+00:00,1,Available,NoError,normal
2025-12-11T21:57:35+00:00,1,Available,NoError,normal
2025-12-11T21:57:35+00:00,1,Preparing,NoError,normal
2025-12-11T21:57:35+00:00,1,Charging,NoError,normal
2025-12-11T21:57:35+00:00,1,Preparing,NoError,normal
2025-12-11T21:57:35+00:00,1,Charging,NoError,normal
2025-12-11T21:57:35+00:00,1,Preparing,NoError,normal
2025-12-11T21:57:35+00:00,1,Charging,NoError,normal
2025-12-11T21:57:35+00:00,1,Preparing,NoError,normal
2025-12-11T21:57:36+00:00,1,Charging,NoError,normal
2025-12-11T21:57:36+00:00,1,Preparing,NoError,normal
2025-12-11T21:57:36+00:00,1,Charging,NoError,normal
2025-12-11T21:57:36+00:00,1,Preparing,NoError,normal
2025-12-11T21:57:36+00:00,1,Charging,NoError,normal
2025-12-11T21:57:36+00:00,1,Preparing,NoError,normal
2025-12-11T21:57:36+00:00,1,Charging,NoError,normal
2025-12-11T21:57:36+00:00,1,Preparing,NoError,normal
2025-12-11T21:57:36+00:00,1,Charging,NoError,normal
2025-12-11T21:57:36+00:00,1,Preparing,NoError,normal
2025-12-11T21:57:36+00:00,1,Charging,NoError,normal
2025-12-11T21:57:36+00:00,1,Preparing,NoError,normal
2025-12-11T21:57:36+00:00,1,Charging,NoError,normal
2025-12-11T21:58:38+00:00,1,Finishing,NoError,normal
2025-12-11T21:58:38+00:00,1,Available,NoError,normal
2025-12-11T21:58:38+00:00,1,Finishing,NoError,normal
2025-12-11T21:58:38+00:00,1,Available,NoError,normal
2025-12-11T21:58:38+00:00,1,Finishing,NoError,normal
2025-12-11T21:58:38+00:00,1,Available,NoError,normal
2025-12-11T21:58:38+00:00,1,Finishing,NoError,normal
2025-12-11T21:58:38+00:00,1,Available,NoError,normal
2025-12-11T21:58:38+00:00,1,Finishing,NoError,normal
2025-12-11T21:58:38+00:00,1,Available,NoError,normal
2025-12-11T21:58:38+00:00,1,Finishing,NoError,normal
2025-12-11T21:58:38+00:00,1,Available,NoError,normal
2025-12-11T21:58:38+00:00,1,Finishing,NoError,normal
2025-12-11T21:58:38+00:00,1,Available,NoError,normal
2025-12-11T21:58:38+00:00,1,Finishing,NoError,normal
2025-12-11T21:58:38+00:00,1,Available,NoError,normal
2025-12-11T21:58:38+00:00,1,Finishing,NoError,normal
2025-12-11T21:58:38+00:00,1,Available,NoError,normal
2025-12-11T21:58:38+00:00,1,Finishing,NoError,normal
2025-12-11T21:58:38+00:00,1,Available,NoError,normal
