Timestamp,CP_ID,Message_Type,Label
2025-12-11T21:56:06.621850,CP_001,BootNotification,attack_meta
2025-12-11T21:56:06.622271,CP_003,BootNotification,attack_meta
2025-12-11T21:56:06.622994,CP_004,BootNotification,attack_meta
2025-12-11T21:56:06.623527,CP_005,BootNotification,attack_meta
2025-12-11T21:56:06.624324,CP_002,BootNotification,attack_meta
2025-12-11T21:56:09.186716,CP_007,BootNotification,attack_meta
2025-12-11T21:56:09.186940,CP_008,BootNotification,attack_meta
2025-12-11T21:56:09.187184,CP_006,BootNotification,attack_meta
2025-12-11T21:56:09.187663,CP_010,BootNotification,attack_meta
2025-12-11T21:56:09.207103,CP_009,BootNotification,attack_meta
2025-12-11T21:56:09+00:00,CP_001,StatusNotification,attack_meta
2025-12-11T21:56:09+00:00,CP_002,StatusNotification,attack_meta
2025-12-11T21:56:09+00:00,CP_003,StatusNotification,attack_meta
2025-12-11T21:56:09+00:00,CP_004,StatusNotification,attack_meta
2025-12-11T21:56:09+00:00,CP_005,StatusNotification,attack_meta
2025-12-11T21:56:09+00:00,CP_006,StatusNotification,attack_meta
2025-12-11T21:56:09+00:00,CP_007,StatusNotification,attack_meta
2025-12-11T21:56:09+00:00,CP_008,StatusNotification,attack_meta
2025-12-11T21:56:10+00:00,CP_009,StatusNotification,attack_meta
2025-12-11T21:56:10+00:00,CP_010,StatusNotification,attack_meta
2025-12-11T21:56:10.330662,CP_001,Authorize,attack_meta
2025-12-11T21:56:10+00:00,CP_001,StatusNotification,attack_meta
2025-12-11T21:56:10+00:00,CP_001,StartTransaction,attack_meta
2025-12-11T21:56:10+00:00,CP_001,StatusNotification,attack_meta
2025-12-11T21:56:10.458966,CP_002,Authorize,attack_meta
2025-12-11T21:56:10+00:00,CP_002,StatusNotification,attack_meta
2025-12-11T21:56:10+00:00,CP_002,StartTransaction,attack_meta
2025-12-11T21:56:10+00:00,CP_002,StatusNotification,attack_meta
2025-12-11T21:56:10.580827,CP_003,Authorize,attack_meta
2025-12-11T21:56:10+00:00,CP_003,StatusNotification,attack_meta
2025-12-11T21:56:10+00:00,CP_003,StartTransaction,attack_meta
2025-12-11T21:56:10+00:00,CP_003,StatusNotification,attack_meta
2025-12-11T21:56:10.698213,CP_004,Authorize,attack_meta
2025-12-11T21:56:10+00:00,CP_004,StatusNotification,attack_meta
2025-12-11T21:56:10+00:00,CP_004,StartTransaction,attack_meta
2025-12-11T21:56:10+00:00,CP_004,StatusNotification,attack_meta
2025-12-11T21:56:10.807307,CP_005,Authorize,attack_meta
2025-12-11T21:56:10+00:00,CP_005,StatusNotification,attack_meta
2025-12-11T21:56:10+00:00,CP_005,StartTransaction,attack_meta
2025-12-11T21:56:10+00:00,CP_005,StatusNotification,attack_meta
2025-12-11T21:56:10.924511,CP_006,Authorize,attack_meta
2025-12-11T21:56:10+00:00,CP_006,StatusNotification,attack_meta
2025-12-11T21:56:11+00:00,CP_006,StartTransaction,attack_meta
2025-12-11T21:56:11+00:00,CP_006,StatusNotification,attack_meta
2025-12-11T21:56:11.032770,CP_007,Authorize,attack_meta
2025-12-11T21:56:11+00:00,CP_007,StatusNotification,attack_meta
2025-12-11T21:56:11+00:00,CP_007,StartTransaction,attack_meta
2025-12-11T21:56:11+00:00,CP_007,StatusNotification,attack_meta
2025-12-11T21:56:11.145387,CP_008,Authorize,attack_meta
2025-12-11T21:56:11+00:00,CP_008,StatusNotification,attack_meta
2025-12-11T21:56:11+00:00,CP_008,StartTransaction,attack_meta
2025-12-11T21:56:11+00:00,CP_008,StatusNotification,attack_meta
2025-12-11T21:56:11.259784,CP_009,Authorize,attack_meta
2025-12-11T21:56:11+00:00,CP_009,StatusNotification,attack_meta
2025-12-11T21:56:11+00:00,CP_009,StartTransaction,attack_meta
2025-12-11T21:56:11+00:00,CP_009,StatusNotification,attack_meta
2025-12-11T21:56:11.377265,CP_010,Authorize,attack_meta
2025-12-11T21:56:11+00:00,CP_010,StatusNotification,attack_meta
2025-12-11T21:56:11+00:00,CP_010,StartTransaction,attack_meta
2025-12-11T21:56:11+00:00,CP_010,StatusNotification,attack_meta
2025-12-11T21:56:11.498394,CP_001,MeterValues,attack_meta
2025-12-11T21:56:11.500919,CP_002,MeterValues,attack_meta
2025-12-11T21:56:11.503008,CP_003,MeterValues,attack_meta
2025-12-11T21:56:11.505172,CP_004,MeterValues,attack_meta
2025-12-11T21:56:11.507091,CP_005,MeterValues,attack_meta
2025-12-11T21:56:11.508658,CP_006,MeterValues,attack_meta
2025-12-11T21:56:11.511702,CP_007,MeterValues,attack_meta
2025-12-11T21:56:11.514254,CP_008,MeterValues,attack_meta
2025-12-11T21:56:11.517565,CP_009,MeterValues,attack_meta
2025-12-11T21:56:11.519517,CP_010,MeterValues,attack_meta
2025-12-11T21:56:12.534673,CP_001,MeterValues,attack_meta
2025-12-11T21:56:12.536959,CP_002,MeterValues,attack_meta
2025-12-11T21:56:12.539233,CP_003,MeterValues,attack_meta
2025-12-11T21:56:12.540834,CP_004,MeterValues,attack_meta
2025-12-11T21:56:12.542560,CP_005,MeterValues,attack_meta
2025-12-11T21:56:12.545131,CP_006,MeterValues,attack_meta
2025-12-11T21:56:12.548158,CP_007,MeterValues,attack_meta
2025-12-11T21:56:12.549836,CP_008,MeterValues,attack_meta
2025-12-11T21:56:12.552705,CP_009,MeterValues,attack_meta
2025-12-11T21:56:12.554486,CP_010,MeterValues,attack_meta
2025-12-11T21:56:13.571096,CP_001,MeterValues,attack_meta
2025-12-11T21:56:13.573787,CP_002,MeterValues,attack_meta
2025-12-11T21:56:13.575916,CP_003,MeterValues,attack_meta
2025-12-11T21:56:13.577414,CP_004,MeterValues,attack_meta
2025-12-11T21:56:13.579919,CP_005,MeterValues,attack_meta
2025-12-11T21:56:13.583588,CP_006,MeterValues,attack_meta
2025-12-11T21:56:13.586975,CP_007,MeterValues,attack_meta
2025-12-11T21:56:13.589516,CP_008,MeterValues,attack_meta
2025-12-11T21:56:13.591174,CP_009,MeterValues,attack_meta
2025-12-11T21:56:13.593816,CP_010,MeterValues,attack_meta
2025-12-11T21:56:14.605681,CP_001,MeterValues,attack_meta
2025-12-11T21:56:14.607999,CP_002,MeterValues,attack_meta
2025-12-11T21:56:14.609909,CP_003,MeterValues,attack_meta
2025-12-11T21:56:14.611392,CP_004,MeterValues,attack_meta
2025-12-11T21:56:14.613478,CP_005,MeterValues,attack_meta
2025-12-11T21:56:14.616371,CP_006,MeterValues,attack_meta
2025-12-11T21:56:14.618667,CP_007,MeterValues,attack_meta
