Timestamp,Connector_ID,Status,Error_Code,Label
2025-12-11T22:06:33+00:00,1,Available,NoError,attack_meta
2025-12-11T22:06:33+00:00,1,Available,NoError,attack_meta
2025-12-11T22:06:33+00:00,1,Available,NoError,attack_meta
2025-12-11T22:06:33+00:00,1,Available,NoError,attack_meta
2025-12-11T22:06:33+00:00,1,Available,NoError,attack_meta
2025-12-11T22:06:34+00:00,1,Available,NoError,attack_meta
2025-12-11T22:06:34+00:00,1,Available,NoError,attack_meta
2025-12-11T22:06:34+00:00,1,Available,NoError,attack_meta
2025-12-11T22:06:34+00:00,1,Available,NoError,attack_meta
2025-12-11T22:06:34+00:00,1,Available,NoError,attack_meta
2025-12-11T22:06:34+00:00,1,Preparing,NoError,attack_meta
2025-12-11T22:06:34+00:00,1,Charging,NoError,attack_meta
2025-12-11T22:06:34+00:00,1,Preparing,NoError,attack_meta
2025-12-11T22:06:34+00:00,1,Charging,NoError,attack_meta
2025-12-11T22:06:34+00:00,1,Preparing,NoError,attack_meta
2025-12-11T22:06:34+00:00,1,Charging,NoError,attack_meta
2025-12-11T22:06:34+00:00,1,Preparing,NoError,attack_meta
2025-12-11T22:06:35+00:00,1,Charging,NoError,attack_meta
2025-12-11T22:06:35+00:00,1,Preparing,NoError,attack_meta
2025-12-11T22:06:35+00:00,1,Charging,NoError,attack_meta
2025-12-11T22:06:35+00:00,1,Preparing,NoError,attack_meta
2025-12-11T22:06:35+00:00,1,Charging,NoError,attack_meta
2025-12-11T22:06:35+00:00,1,Preparing,NoError,attack_meta
2025-12-11T22:06:35+00:00,1,Charging,NoError,attack_meta
2025-12-11T22:06:35+00:00,1,Preparing,NoError,attack_meta
2025-12-11T22:06:35+00:00,1,Charging,NoError,attack_meta
2025-12-11T22:06:35+00:00,1,Preparing,NoError,attack_meta
2025-12-11T22:06:35+00:00,1,Charging,NoError,attack_meta
2025-12-11T22:06:35+00:00,1,Preparing,NoError,attack_meta
2025-12-11T22:06:35+00:00,1,Charging,NoError,attack_meta
2025-12-11T22:07:37+00:00,1,Finishing,NoError,attack_meta
2025-12-11T22:07:37+00:00,1,Available,NoError,attack_meta
2025-12-11T22:07:37+00:00,1,Finishing,NoError,attack_meta
2025-12-11T22:07:37+00:00,1,Available,NoError,attack_meta
2025-12-11T22:07:37+00:00,1,Finishing,NoError,attack_meta
2025-12-11T22:07:37+00:00,1,Available,NoError,attack_meta
2025-12-11T22:07:37+00:00,1,Finishing,NoError,attack_meta
2025-12-11T22:07:37+00:00,1,Available,NoError,attack_meta
2025-12-11T22:07:37+00:00,1,Finishing,NoError,attack_meta
2025-12-11T22:07:37+00:00,1,Available,NoError,attack_meta
2025-12-11T22:07:37+00:00,1,Finishing,NoError,attack_meta
2025-12-11T22:07:37+00:00,1,Available,NoError,attack_meta
2025-12-11T22:07:37+00:00,1,Finishing,NoError,attack_meta
2025-12-11T22:07:37+00:00,1,Available,NoError,attack_meta
2025-12-11T22:07:37+00:00,1,Finishing,NoError,attack_meta
2025-12-11T22:07:37+00:00,1,Available,NoError,attack_meta
2025-12-11T22:07:37+00:00,1,Finishing,NoError,attack_meta
2025-12-11T22:07:37+00:00,1,Available,NoError,attack_meta
2025-12-11T22:07:37+00:00,1,Finishing,NoError,attack_meta
2025-12-11T22:07:37+00:00,1,Available,NoError,attack_meta
