Timestamp,Transaction_ID,Voltage,Current_Import,Power_Import,SoC,Label
2025-12-11T22:06:35.740337,1,400.0,17.764,7.106,20.0,attack_meta
2025-12-11T22:06:35.742674,1,400.0,17.197,6.879,20.0,attack_meta
2025-12-11T22:06:35.744491,1,400.0,17.629,7.052,20.0,attack_meta
2025-12-11T22:06:35.746704,1,400.0,16.837,6.735,20.0,attack_meta
2025-12-11T22:06:35.748801,1,400.0,17.358,6.943,20.0,attack_meta
2025-12-11T22:06:35.750372,1,400.0,18.176,7.27,20.0,attack_meta
2025-12-11T22:06:35.751922,1,400.0,18.059,7.224,20.0,attack_meta
2025-12-11T22:06:35.754578,1,400.0,17.792,7.117,20.0,attack_meta
2025-12-11T22:06:35.757100,1,400.0,17.521,7.008,20.0,attack_meta
2025-12-11T22:06:35.758782,1,400.0,17.023,6.809,20.0,attack_meta
2025-12-11T22:06:36.768723,1,400.0,17.507,7.003,20.01,attack_meta
2025-12-11T22:06:36.770481,1,400.0,17.913,7.165,20.01,attack_meta
2025-12-11T22:06:36.771982,1,400.0,17.809,7.124,20.01,attack_meta
2025-12-11T22:06:36.774008,1,400.0,18.066,7.226,20.01,attack_meta
2025-12-11T22:06:36.776036,1,400.0,17.366,6.946,20.01,attack_meta
2025-12-11T22:06:36.777929,1,400.0,18.18,7.272,20.01,attack_meta
2025-12-11T22:06:36.780444,1,400.0,17.868,7.147,20.01,attack_meta
2025-12-11T22:06:36.782953,1,400.0,18.022,7.209,20.01,attack_meta
2025-12-11T22:06:36.784784,1,400.0,16.961,6.785,20.01,attack_meta
2025-12-11T22:06:36.786306,1,400.0,17.205,6.882,20.01,attack_meta
2025-12-11T22:06:37.791412,1,400.0,17.179,6.871,20.01,attack_meta
2025-12-11T22:06:37.794062,1,400.0,17.168,6.867,20.01,attack_meta
2025-12-11T22:06:37.795925,1,400.0,17.921,7.168,20.01,attack_meta
2025-12-11T22:06:37.797677,1,400.0,18.07,7.228,20.01,attack_meta
2025-12-11T22:06:37.799466,1,400.0,16.763,6.705,20.01,attack_meta
2025-12-11T22:06:37.802030,1,400.0,17.56,7.024,20.01,attack_meta
2025-12-11T22:06:37.804182,1,400.0,18.077,7.231,20.01,attack_meta
2025-12-11T22:06:37.807050,1,400.0,17.907,7.163,20.01,attack_meta
2025-12-11T22:06:37.809895,1,400.0,17.447,6.979,20.01,attack_meta
2025-12-11T22:06:37.812050,1,400.0,17.875,7.15,20.01,attack_meta
2025-12-11T22:06:38.830486,1,400.0,16.937,6.775,20.01,attack_meta
2025-12-11T22:06:38.831997,1,400.0,17.216,6.886,20.01,attack_meta
2025-12-11T22:06:38.833562,1,400.0,17.267,6.907,20.01,attack_meta
2025-12-11T22:06:38.834929,1,400.0,17.838,7.135,20.01,attack_meta
2025-12-11T22:06:38.837521,1,400.0,17.186,6.874,20.01,attack_meta
2025-12-11T22:06:38.840755,1,400.0,18.073,7.229,20.01,attack_meta
2025-12-11T22:06:38.843512,1,400.0,17.766,7.106,20.01,attack_meta
2025-12-11T22:06:38.846055,1,400.0,17.723,7.089,20.01,attack_meta
2025-12-11T22:06:38.847645,1,400.0,16.863,6.745,20.01,attack_meta
2025-12-11T22:06:38.849166,1,400.0,17.838,7.135,20.01,attack_meta
2025-12-11T22:06:39.866055,1,400.0,17.893,7.157,20.02,attack_meta
2025-12-11T22:06:39.867840,1,400.0,17.945,7.178,20.02,attack_meta
2025-12-11T22:06:39.869403,1,400.0,17.436,6.974,20.02,attack_meta
2025-12-11T22:06:39.871410,1,400.0,16.887,6.755,20.02,attack_meta
2025-12-11T22:06:39.873204,1,400.0,17.246,6.898,20.02,attack_meta
