Timestamp,Event_Type,Transaction_ID,ID_Tag,Meter_Start,Meter_Stop,Reason,Label
2025-12-11T22:06:34+00:00,StartTransaction,1,YUNUS_TAG,0,,,dark_profile_attack
2025-12-11T22:06:34+00:00,StartTransaction,1,AYSE_TAG,0,,,dark_profile_attack
2025-12-11T22:06:34+00:00,StartTransaction,1,TEST123,0,,,dark_profile_attack
2025-12-11T22:06:35+00:00,StartTransaction,1,YUNUS_TAG,0,,,dark_profile_attack
2025-12-11T22:06:35+00:00,StartTransaction,1,AYSE_TAG,0,,,dark_profile_attack
2025-12-11T22:06:35+00:00,StartTransaction,1,TEST123,0,,,dark_profile_attack
2025-12-11T22:06:35+00:00,StartTransaction,1,YUNUS_TAG,0,,,dark_profile_attack
2025-12-11T22:06:35+00:00,StartTransaction,1,AYSE_TAG,0,,,dark_profile_attack
2025-12-11T22:06:35+00:00,StartTransaction,1,TEST123,0,,,dark_profile_attack
2025-12-11T22:06:35+00:00,StartTransaction,1,YUNUS_TAG,0,,,dark_profile_attack
2025-12-11T22:07:37+00:00,StopTransaction,1,,,0,,dark_profile_attack
2025-12-11T22:07:37+00:00,StopTransaction,1,,,0,,dark_profile_attack
2025-12-11T22:07:37+00:00,StopTransaction,1,,,0,,dark_profile_attack
2025-12-11T22:07:37+00:00,StopTransaction,1,,,0,,dark_profile_attack
2025-12-11T22:07:37+00:00,StopTransaction,1,,,0,,dark_profile_attack
2025-12-11T22:07:37+00:00,StopTransaction,1,,,0,,dark_profile_attack
2025-12-11T22:07:37+00:00,StopTransaction,1,,,0,,dark_profile_attack
2025-12-11T22:07:37+00:00,StopTransaction,1,,,0,,dark_profile_attack
2025-12-11T22:07:37+00:00,StopTransaction,1,,,0,,dark_profile_attack
2025-12-11T22:07:37+00:00,StopTransaction,1,,,0,,dark_profile_attack
