timestamp,cp_id,message_type,raw_payload
2025-12-15T11:23:45.713825,CP_001,BootNotification,"{""cp_id"": ""CP_001"", ""vendor"": ""AegisChargeSim"", ""model"": ""SimulatedModel"", ""payload"": {}, ""message_type"": ""BootNotification"", ""timestamp"": ""2025-12-15T11:23:45.713825""}"
2025-12-15T11:23:45+00:00,CP_001,StatusNotification,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""status"": ""Available"", ""error_code"": ""NoError"", ""timestamp"": ""2025-12-15T11:23:45+00:00"", ""payload"": {}, ""message_type"": ""StatusNotification""}"
2025-12-15T11:23:45.755773,CP_001,Authorize,"{""cp_id"": ""CP_001"", ""id_tag"": ""YUNUS_TAG"", ""status"": ""Accepted"", ""authorized"": true, ""timestamp"": ""2025-12-15T11:23:45.755773"", ""message_type"": ""Authorize""}"
2025-12-15T11:23:45+00:00,CP_001,StatusNotification,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""status"": ""Preparing"", ""error_code"": ""NoError"", ""timestamp"": ""2025-12-15T11:23:45+00:00"", ""payload"": {}, ""message_type"": ""StatusNotification""}"
2025-12-15T11:23:45+00:00,CP_001,StartTransaction,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""id_tag"": ""YUNUS_TAG"", ""meter_start"": 0, ""timestamp"": ""2025-12-15T11:23:45+00:00"", ""transaction_id"": 1, ""authorized"": true, ""payload"": {}, ""message_type"": ""StartTransaction""}"
2025-12-15T11:23:45+00:00,CP_001,StatusNotification,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""status"": ""Charging"", ""error_code"": ""NoError"", ""timestamp"": ""2025-12-15T11:23:45+00:00"", ""payload"": {}, ""message_type"": ""StatusNotification""}"
2025-12-15T11:23:45.861240,CP_001,MeterValues,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""meter_value"": [{""timestamp"": ""2025-12-15T11:23:45+00:00"", ""sampled_value"": [{""value"": ""230.28"", ""measurand"": ""Voltage"", ""unit"": ""V""}, {""value"": ""31.850"", ""measurand"": ""Current.Import"", ""unit"": ""A""}, {""value"": ""7.335"", ""measurand"": ""Power.Active.Import"", ""unit"": ""kW""}, {""value"": ""20.05"", ""measurand"": ""SoC"", ""unit"": ""Percent""}]}], ""transaction_id"": 1, ""payload"": {}, ""message_type"": ""MeterValues"", ""timestamp"": ""2025-12-15T11:23:45.861240""}"
2025-12-15T11:23:46.942465,CP_001,MeterValues,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""meter_value"": [{""timestamp"": ""2025-12-15T11:23:46+00:00"", ""sampled_value"": [{""value"": ""230.96"", ""measurand"": ""Voltage"", ""unit"": ""V""}, {""value"": ""31.723"", ""measurand"": ""Current.Import"", ""unit"": ""A""}, {""value"": ""7.327"", ""measurand"": ""Power.Active.Import"", ""unit"": ""kW""}, {""value"": ""20.10"", ""measurand"": ""SoC"", ""unit"": ""Percent""}]}], ""transaction_id"": 1, ""payload"": {}, ""message_type"": ""MeterValues"", ""timestamp"": ""2025-12-15T11:23:46.942465""}"
2025-12-15T11:23:48.020320,CP_001,MeterValues,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""meter_value"": [{""timestamp"": ""2025-12-15T11:23:48+00:00"", ""sampled_value"": [{""value"": ""229.64"", ""measurand"": ""Voltage"", ""unit"": ""V""}, {""value"": ""31.915"", ""measurand"": ""Current.Import"", ""unit"": ""A""}, {""value"": ""7.329"", ""measurand"": ""Power.Active.Import"", ""unit"": ""kW""}, {""value"": ""20.15"", ""measurand"": ""SoC"", ""unit"": ""Percent""}]}], ""transaction_id"": 1, ""payload"": {}, ""message_type"": ""MeterValues"", ""timestamp"": ""2025-12-15T11:23:48.020320""}"
2025-12-15T11:23:49.086366,CP_001,MeterValues,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""meter_value"": [{""timestamp"": ""2025-12-15T11:23:49+00:00"", ""sampled_value"": [{""value"": ""230.09"", ""measurand"": ""Voltage"", ""unit"": ""V""}, {""value"": ""32.183"", ""measurand"": ""Current.Import"", ""unit"": ""A""}, {""value"": ""7.405"", ""measurand"": ""Power.Active.Import"", ""unit"": ""kW""}, {""value"": ""20.20"", ""measurand"": ""SoC"", ""unit"": ""Percent""}]}], ""transaction_id"": 1, ""payload"": {}, ""message_type"": ""MeterValues"", ""timestamp"": ""2025-12-15T11:23:49.086366""}"
