"Timestamp","Transaction_ID","Voltage","Current_Import","Power_Import","SoC","Label"
"2025-12-15T17:30:39.943168",1.0,400.0,17.105,6.842,20.0,"attack"
"2025-12-15T17:30:39.945305",1.0,400.0,17.507,7.003,20.0,"attack"
"2025-12-15T17:30:39.946996",1.0,400.0,17.35,6.94,20.0,"attack"
"2025-12-15T17:30:39.948717",1.0,400.0,17.068,6.827,20.0,"attack"
"2025-12-15T17:30:39.950492",1.0,400.0,18.008,7.203,20.0,"attack"
"2025-12-15T17:30:39.952224",1.0,400.0,17.797,7.119,20.0,"attack"
"2025-12-15T17:30:39.953964",1.0,400.0,17.681,7.072,20.0,"attack"
"2025-12-15T17:30:39.955685",1.0,400.0,18.184,7.274,20.0,"attack"
"2025-12-15T17:30:39.957272",1.0,400.0,18.067,7.227,20.0,"attack"
"2025-12-15T17:30:39.959506",1.0,400.0,17.643,7.057,20.0,"attack"
"2025-12-15T17:30:40.976805",1.0,400.0,17.135,6.854,20.01,"attack"
"2025-12-15T17:30:40.979057",1.0,400.0,17.942,7.177,20.01,"attack"
"2025-12-15T17:30:40.981254",1.0,400.0,18.146,7.258,20.01,"attack"
"2025-12-15T17:30:40.982870",1.0,400.0,18.248,7.299,20.01,"attack"
"2025-12-15T17:30:40.984502",1.0,400.0,17.707,7.083,20.01,"attack"
"2025-12-15T17:30:40.986007",1.0,400.0,17.036,6.814,20.01,"attack"
"2025-12-15T17:30:40.987831",1.0,400.0,17.374,6.949,20.01,"attack"
"2025-12-15T17:30:40.990359",1.0,400.0,17.539,7.016,20.01,"attack"
"2025-12-15T17:30:40.992111",1.0,400.0,17.323,6.929,20.01,"attack"
"2025-12-15T17:30:40.993597",1.0,400.0,17.976,7.19,20.01,"attack"
"2025-12-15T17:30:42.009582",1.0,400.0,17.392,6.957,20.01,"attack"
"2025-12-15T17:30:42.011884",1.0,400.0,18.044,7.217,20.01,"attack"
"2025-12-15T17:30:42.013640",1.0,400.0,17.716,7.086,20.01,"attack"
"2025-12-15T17:30:42.015378",1.0,400.0,17.965,7.186,20.01,"attack"
"2025-12-15T17:30:42.017146",1.0,400.0,18.154,7.262,20.01,"attack"
"2025-12-15T17:30:42.019650",1.0,400.0,17.238,6.895,20.01,"attack"
"2025-12-15T17:30:42.021988",1.0,400.0,17.376,6.951,20.01,"attack"
"2025-12-15T17:30:42.024235",1.0,400.0,17.79,7.116,20.01,"attack"
"2025-12-15T17:30:42.025931",1.0,400.0,17.61,7.044,20.01,"attack"
"2025-12-15T17:30:42.027841",1.0,400.0,18.035,7.214,20.01,"attack"
"2025-12-15T17:30:43.038342",1.0,400.0,18.198,7.279,20.01,"attack"
"2025-12-15T17:30:43.040051",1.0,400.0,17.406,6.962,20.01,"attack"
"2025-12-15T17:30:43.041524",1.0,400.0,17.813,7.125,20.01,"attack"
"2025-12-15T17:30:43.043123",1.0,400.0,16.756,6.702,20.01,"attack"
"2025-12-15T17:30:43.044773",1.0,400.0,16.813,6.725,20.01,"attack"
"2025-12-15T17:30:43.046380",1.0,400.0,17.363,6.945,20.01,"attack"
"2025-12-15T17:30:43.048141",1.0,400.0,17.471,6.988,20.01,"attack"
"2025-12-15T17:30:43.050230",1.0,400.0,16.983,6.793,20.01,"attack"
"2025-12-15T17:30:43.052658",1.0,400.0,17.39,6.956,20.01,"attack"
"2025-12-15T17:30:43.054406",1.0,400.0,17.184,6.874,20.01,"attack"
"2025-12-15T17:30:44.071843",1.0,400.0,17.495,6.998,20.02,"attack"
"2025-12-15T17:30:44.074707",1.0,400.0,17.016,6.806,20.02,"attack"
"2025-12-15T17:30:44.076617",1.0,400.0,17.871,7.149,20.02,"attack"
"2025-12-15T17:30:44.078219",1.0,400.0,18.097,7.239,20.02,"attack"
"2025-12-15T17:30:44.080277",1.0,400.0,18.227,7.291,20.02,"attack"
"2025-12-15T17:30:44.082598",1.0,400.0,18.071,7.228,20.02,"attack"
"2025-12-15T17:30:44.085048",1.0,400.0,17.35,6.94,20.02,"attack"
"2025-12-15T17:30:44.087399",1.0,400.0,17.28,6.912,20.02,"attack"
"2025-12-15T17:30:44.089390",1.0,400.0,17.115,6.846,20.02,"attack"
"2025-12-15T17:30:44.091139",1.0,400.0,17.482,6.993,20.02,"attack"
"2025-12-15T17:30:45.099569",1.0,400.0,17.903,7.161,20.02,"attack"
"2025-12-15T17:30:45.101123",1.0,400.0,17.359,6.944,20.02,"attack"
"2025-12-15T17:30:45.102445",1.0,400.0,17.417,6.967,20.02,"attack"
"2025-12-15T17:30:45.103730",1.0,400.0,17.962,7.185,20.02,"attack"
"2025-12-15T17:30:45.105897",1.0,400.0,17.171,6.869,20.02,"attack"
"2025-12-15T17:30:45.107363",1.0,400.0,16.845,6.738,20.02,"attack"
"2025-12-15T17:30:45.109005",1.0,400.0,17.815,7.126,20.02,"attack"
"2025-12-15T17:30:45.110916",1.0,400.0,18.148,7.259,20.02,"attack"
"2025-12-15T17:30:45.113493",1.0,400.0,18.216,7.286,20.02,"attack"
"2025-12-15T17:30:45.116014",1.0,400.0,17.02,6.808,20.02,"attack"
"2025-12-15T17:30:46.125470",1.0,400.0,17.633,7.053,20.02,"attack"
"2025-12-15T17:30:46.127168",1.0,400.0,16.973,6.789,20.02,"attack"
"2025-12-15T17:30:46.128762",1.0,400.0,17.44,6.976,20.02,"attack"
"2025-12-15T17:30:46.131043",1.0,400.0,17.074,6.83,20.02,"attack"
"2025-12-15T17:30:46.133261",1.0,400.0,17.234,6.893,20.02,"attack"
"2025-12-15T17:30:46.135892",1.0,400.0,17.62,7.048,20.02,"attack"
"2025-12-15T17:30:46.138127",1.0,400.0,17.844,7.138,20.02,"attack"
"2025-12-15T17:30:46.140504",1.0,400.0,17.252,6.901,20.02,"attack"
"2025-12-15T17:30:46.142566",1.0,400.0,17.853,7.141,20.02,"attack"
"2025-12-15T17:30:46.144237",1.0,400.0,18.039,7.216,20.02,"attack"
"2025-12-15T17:30:47.157967",1.0,400.0,17.604,7.041,20.03,"attack"
"2025-12-15T17:30:47.160583",1.0,400.0,17.058,6.823,20.03,"attack"
"2025-12-15T17:30:47.162999",1.0,400.0,16.763,6.705,20.03,"attack"
"2025-12-15T17:30:47.165341",1.0,400.0,17.638,7.055,20.03,"attack"
"2025-12-15T17:30:47.167714",1.0,400.0,18.233,7.293,20.03,"attack"
"2025-12-15T17:30:47.171117",1.0,400.0,17.282,6.913,20.03,"attack"
"2025-12-15T17:30:47.173621",1.0,400.0,17.37,6.948,20.03,"attack"
"2025-12-15T17:30:47.176270",1.0,400.0,16.813,6.725,20.03,"attack"
"2025-12-15T17:30:47.178366",1.0,400.0,18.179,7.272,20.03,"attack"
"2025-12-15T17:30:47.180048",1.0,400.0,17.117,6.847,20.03,"attack"
"2025-12-15T17:30:48.200253",1.0,400.0,17.585,7.034,20.03,"attack"
"2025-12-15T17:30:48.204908",1.0,400.0,17.435,6.974,20.03,"attack"
"2025-12-15T17:30:48.207102",1.0,400.0,17.717,7.087,20.03,"attack"
"2025-12-15T17:30:48.208689",1.0,400.0,17.502,7.001,20.03,"attack"
"2025-12-15T17:30:48.211432",1.0,400.0,17.633,7.053,20.03,"attack"
