timestamp,cp_id,transaction_id,connector_id,power_kw,current_a,voltage_v,soc_percent,raw_payload
2025-12-15T11:05:39.407924,CP_001,1,1,10.724,46.686,229.7,50.09,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""meter_value"": [{""timestamp"": ""2025-12-15T11:05:39+00:00"", ""sampled_value"": [{""value"": ""229.70"", ""measurand"": ""Voltage"", ""unit"": ""V""}, {""value"": ""46.686"", ""measurand"": ""Current.Import"", ""unit"": ""A""}, {""value"": ""10.724"", ""measurand"": ""Power.Active.Import"", ""unit"": ""kW""}, {""value"": ""50.09"", ""measurand"": ""SoC"", ""unit"": ""Percent""}]}], ""transaction_id"": 1, ""payload"": {}, ""message_type"": ""MeterValues"", ""timestamp"": ""2025-12-15T11:05:39.407924""}"
2025-12-15T11:05:40.476642,CP_001,1,1,10.685,46.86,228.02,50.18,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""meter_value"": [{""timestamp"": ""2025-12-15T11:05:40+00:00"", ""sampled_value"": [{""value"": ""228.02"", ""measurand"": ""Voltage"", ""unit"": ""V""}, {""value"": ""46.860"", ""measurand"": ""Current.Import"", ""unit"": ""A""}, {""value"": ""10.685"", ""measurand"": ""Power.Active.Import"", ""unit"": ""kW""}, {""value"": ""50.18"", ""measurand"": ""SoC"", ""unit"": ""Percent""}]}], ""transaction_id"": 1, ""payload"": {}, ""message_type"": ""MeterValues"", ""timestamp"": ""2025-12-15T11:05:40.476642""}"
2025-12-15T11:05:41.537614,CP_001,1,1,10.831,47.328,228.84,50.27,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""meter_value"": [{""timestamp"": ""2025-12-15T11:05:41+00:00"", ""sampled_value"": [{""value"": ""228.84"", ""measurand"": ""Voltage"", ""unit"": ""V""}, {""value"": ""47.328"", ""measurand"": ""Current.Import"", ""unit"": ""A""}, {""value"": ""10.831"", ""measurand"": ""Power.Active.Import"", ""unit"": ""kW""}, {""value"": ""50.27"", ""measurand"": ""SoC"", ""unit"": ""Percent""}]}], ""transaction_id"": 1, ""payload"": {}, ""message_type"": ""MeterValues"", ""timestamp"": ""2025-12-15T11:05:41.537614""}"
2025-12-15T11:05:42.603963,CP_001,1,1,11.227,48.923,229.48,50.36,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""meter_value"": [{""timestamp"": ""2025-12-15T11:05:42+00:00"", ""sampled_value"": [{""value"": ""229.48"", ""measurand"": ""Voltage"", ""unit"": ""V""}, {""value"": ""48.923"", ""measurand"": ""Current.Import"", ""unit"": ""A""}, {""value"": ""11.227"", ""measurand"": ""Power.Active.Import"", ""unit"": ""kW""}, {""value"": ""50.36"", ""measurand"": ""SoC"", ""unit"": ""Percent""}]}], ""transaction_id"": 1, ""payload"": {}, ""message_type"": ""MeterValues"", ""timestamp"": ""2025-12-15T11:05:42.603963""}"
2025-12-15T11:05:43.686832,CP_001,1,1,11.25,48.739,230.82,50.46,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""meter_value"": [{""timestamp"": ""2025-12-15T11:05:43+00:00"", ""sampled_value"": [{""value"": ""230.82"", ""measurand"": ""Voltage"", ""unit"": ""V""}, {""value"": ""48.739"", ""measurand"": ""Current.Import"", ""unit"": ""A""}, {""value"": ""11.250"", ""measurand"": ""Power.Active.Import"", ""unit"": ""kW""}, {""value"": ""50.46"", ""measurand"": ""SoC"", ""unit"": ""Percent""}]}], ""transaction_id"": 1, ""payload"": {}, ""message_type"": ""MeterValues"", ""timestamp"": ""2025-12-15T11:05:43.686832""}"
2025-12-15T11:05:44.761174,CP_001,1,1,10.977,47.706,230.09,50.55,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""meter_value"": [{""timestamp"": ""2025-12-15T11:05:44+00:00"", ""sampled_value"": [{""value"": ""230.09"", ""measurand"": ""Voltage"", ""unit"": ""V""}, {""value"": ""47.706"", ""measurand"": ""Current.Import"", ""unit"": ""A""}, {""value"": ""10.977"", ""measurand"": ""Power.Active.Import"", ""unit"": ""kW""}, {""value"": ""50.55"", ""measurand"": ""SoC"", ""unit"": ""Percent""}]}], ""transaction_id"": 1, ""payload"": {}, ""message_type"": ""MeterValues"", ""timestamp"": ""2025-12-15T11:05:44.761174""}"
2025-12-15T11:05:45.831100,CP_001,1,1,11.485,49.568,231.7,50.64,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""meter_value"": [{""timestamp"": ""2025-12-15T11:05:45+00:00"", ""sampled_value"": [{""value"": ""231.70"", ""measurand"": ""Voltage"", ""unit"": ""V""}, {""value"": ""49.568"", ""measurand"": ""Current.Import"", ""unit"": ""A""}, {""value"": ""11.485"", ""measurand"": ""Power.Active.Import"", ""unit"": ""kW""}, {""value"": ""50.64"", ""measurand"": ""SoC"", ""unit"": ""Percent""}]}], ""transaction_id"": 1, ""payload"": {}, ""message_type"": ""MeterValues"", ""timestamp"": ""2025-12-15T11:05:45.831100""}"
2025-12-15T11:05:46.891357,CP_001,1,1,11.137,48.088,231.61,50.74,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""meter_value"": [{""timestamp"": ""2025-12-15T11:05:46+00:00"", ""sampled_value"": [{""value"": ""231.61"", ""measurand"": ""Voltage"", ""unit"": ""V""}, {""value"": ""48.088"", ""measurand"": ""Current.Import"", ""unit"": ""A""}, {""value"": ""11.137"", ""measurand"": ""Power.Active.Import"", ""unit"": ""kW""}, {""value"": ""50.74"", ""measurand"": ""SoC"", ""unit"": ""Percent""}]}], ""transaction_id"": 1, ""payload"": {}, ""message_type"": ""MeterValues"", ""timestamp"": ""2025-12-15T11:05:46.891357""}"
2025-12-15T11:05:47.961389,CP_001,1,1,10.927,47.764,228.77,50.83,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""meter_value"": [{""timestamp"": ""2025-12-15T11:05:47+00:00"", ""sampled_value"": [{""value"": ""228.77"", ""measurand"": ""Voltage"", ""unit"": ""V""}, {""value"": ""47.764"", ""measurand"": ""Current.Import"", ""unit"": ""A""}, {""value"": ""10.927"", ""measurand"": ""Power.Active.Import"", ""unit"": ""kW""}, {""value"": ""50.83"", ""measurand"": ""SoC"", ""unit"": ""Percent""}]}], ""transaction_id"": 1, ""payload"": {}, ""message_type"": ""MeterValues"", ""timestamp"": ""2025-12-15T11:05:47.961389""}"
2025-12-15T11:05:49.038104,CP_001,1,1,10.724,46.898,228.66,50.92,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""meter_value"": [{""timestamp"": ""2025-12-15T11:05:49+00:00"", ""sampled_value"": [{""value"": ""228.66"", ""measurand"": ""Voltage"", ""unit"": ""V""}, {""value"": ""46.898"", ""measurand"": ""Current.Import"", ""unit"": ""A""}, {""value"": ""10.724"", ""measurand"": ""Power.Active.Import"", ""unit"": ""kW""}, {""value"": ""50.92"", ""measurand"": ""SoC"", ""unit"": ""Percent""}]}], ""transaction_id"": 1, ""payload"": {}, ""message_type"": ""MeterValues"", ""timestamp"": ""2025-12-15T11:05:49.038104""}"
2025-12-15T11:05:50.109395,CP_001,1,1,10.705,46.698,229.25,51.01,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""meter_value"": [{""timestamp"": ""2025-12-15T11:05:50+00:00"", ""sampled_value"": [{""value"": ""229.25"", ""measurand"": ""Voltage"", ""unit"": ""V""}, {""value"": ""46.698"", ""measurand"": ""Current.Import"", ""unit"": ""A""}, {""value"": ""10.705"", ""measurand"": ""Power.Active.Import"", ""unit"": ""kW""}, {""value"": ""51.01"", ""measurand"": ""SoC"", ""unit"": ""Percent""}]}], ""transaction_id"": 1, ""payload"": {}, ""message_type"": ""MeterValues"", ""timestamp"": ""2025-12-15T11:05:50.109395""}"
2025-12-15T11:05:51.177197,CP_001,1,1,11.165,48.43,230.54,51.1,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""meter_value"": [{""timestamp"": ""2025-12-15T11:05:51+00:00"", ""sampled_value"": [{""value"": ""230.54"", ""measurand"": ""Voltage"", ""unit"": ""V""}, {""value"": ""48.430"", ""measurand"": ""Current.Import"", ""unit"": ""A""}, {""value"": ""11.165"", ""measurand"": ""Power.Active.Import"", ""unit"": ""kW""}, {""value"": ""51.10"", ""measurand"": ""SoC"", ""unit"": ""Percent""}]}], ""transaction_id"": 1, ""payload"": {}, ""message_type"": ""MeterValues"", ""timestamp"": ""2025-12-15T11:05:51.177197""}"
2025-12-15T11:05:52.256989,CP_001,1,1,10.666,46.607,228.86,51.19,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""meter_value"": [{""timestamp"": ""2025-12-15T11:05:52+00:00"", ""sampled_value"": [{""value"": ""228.86"", ""measurand"": ""Voltage"", ""unit"": ""V""}, {""value"": ""46.607"", ""measurand"": ""Current.Import"", ""unit"": ""A""}, {""value"": ""10.666"", ""measurand"": ""Power.Active.Import"", ""unit"": ""kW""}, {""value"": ""51.19"", ""measurand"": ""SoC"", ""unit"": ""Percent""}]}], ""transaction_id"": 1, ""payload"": {}, ""message_type"": ""MeterValues"", ""timestamp"": ""2025-12-15T11:05:52.256989""}"
2025-12-15T11:05:53.328600,CP_001,1,1,11.25,49.31,228.14,51.28,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""meter_value"": [{""timestamp"": ""2025-12-15T11:05:53+00:00"", ""sampled_value"": [{""value"": ""228.14"", ""measurand"": ""Voltage"", ""unit"": ""V""}, {""value"": ""49.310"", ""measurand"": ""Current.Import"", ""unit"": ""A""}, {""value"": ""11.250"", ""measurand"": ""Power.Active.Import"", ""unit"": ""kW""}, {""value"": ""51.28"", ""measurand"": ""SoC"", ""unit"": ""Percent""}]}], ""transaction_id"": 1, ""payload"": {}, ""message_type"": ""MeterValues"", ""timestamp"": ""2025-12-15T11:05:53.328600""}"
2025-12-15T11:05:54.400137,CP_001,1,1,10.664,46.497,229.34,51.37,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""meter_value"": [{""timestamp"": ""2025-12-15T11:05:54+00:00"", ""sampled_value"": [{""value"": ""229.34"", ""measurand"": ""Voltage"", ""unit"": ""V""}, {""value"": ""46.497"", ""measurand"": ""Current.Import"", ""unit"": ""A""}, {""value"": ""10.664"", ""measurand"": ""Power.Active.Import"", ""unit"": ""kW""}, {""value"": ""51.37"", ""measurand"": ""SoC"", ""unit"": ""Percent""}]}], ""transaction_id"": 1, ""payload"": {}, ""message_type"": ""MeterValues"", ""timestamp"": ""2025-12-15T11:05:54.400137""}"
2025-12-15T11:05:55.471534,CP_001,1,1,11.447,49.795,229.87,51.47,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""meter_value"": [{""timestamp"": ""2025-12-15T11:05:55+00:00"", ""sampled_value"": [{""value"": ""229.87"", ""measurand"": ""Voltage"", ""unit"": ""V""}, {""value"": ""49.795"", ""measurand"": ""Current.Import"", ""unit"": ""A""}, {""value"": ""11.447"", ""measurand"": ""Power.Active.Import"", ""unit"": ""kW""}, {""value"": ""51.47"", ""measurand"": ""SoC"", ""unit"": ""Percent""}]}], ""transaction_id"": 1, ""payload"": {}, ""message_type"": ""MeterValues"", ""timestamp"": ""2025-12-15T11:05:55.471534""}"
2025-12-15T11:05:56.552559,CP_001,1,1,10.895,47.644,228.67,51.56,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""meter_value"": [{""timestamp"": ""2025-12-15T11:05:56+00:00"", ""sampled_value"": [{""value"": ""228.67"", ""measurand"": ""Voltage"", ""unit"": ""V""}, {""value"": ""47.644"", ""measurand"": ""Current.Import"", ""unit"": ""A""}, {""value"": ""10.895"", ""measurand"": ""Power.Active.Import"", ""unit"": ""kW""}, {""value"": ""51.56"", ""measurand"": ""SoC"", ""unit"": ""Percent""}]}], ""transaction_id"": 1, ""payload"": {}, ""message_type"": ""MeterValues"", ""timestamp"": ""2025-12-15T11:05:56.552559""}"
2025-12-15T11:05:57.642779,CP_001,1,1,10.526,46.08,228.42,51.64,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""meter_value"": [{""timestamp"": ""2025-12-15T11:05:57+00:00"", ""sampled_value"": [{""value"": ""228.42"", ""measurand"": ""Voltage"", ""unit"": ""V""}, {""value"": ""46.080"", ""measurand"": ""Current.Import"", ""unit"": ""A""}, {""value"": ""10.526"", ""measurand"": ""Power.Active.Import"", ""unit"": ""kW""}, {""value"": ""51.64"", ""measurand"": ""SoC"", ""unit"": ""Percent""}]}], ""transaction_id"": 1, ""payload"": {}, ""message_type"": ""MeterValues"", ""timestamp"": ""2025-12-15T11:05:57.642779""}"
2025-12-15T11:05:58.713291,CP_001,1,1,10.762,46.562,231.13,51.73,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""meter_value"": [{""timestamp"": ""2025-12-15T11:05:58+00:00"", ""sampled_value"": [{""value"": ""231.13"", ""measurand"": ""Voltage"", ""unit"": ""V""}, {""value"": ""46.562"", ""measurand"": ""Current.Import"", ""unit"": ""A""}, {""value"": ""10.762"", ""measurand"": ""Power.Active.Import"", ""unit"": ""kW""}, {""value"": ""51.73"", ""measurand"": ""SoC"", ""unit"": ""Percent""}]}], ""transaction_id"": 1, ""payload"": {}, ""message_type"": ""MeterValues"", ""timestamp"": ""2025-12-15T11:05:58.713291""}"
2025-12-15T11:05:59.795329,CP_001,1,1,10.502,45.675,229.94,51.82,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""meter_value"": [{""timestamp"": ""2025-12-15T11:05:59+00:00"", ""sampled_value"": [{""value"": ""229.94"", ""measurand"": ""Voltage"", ""unit"": ""V""}, {""value"": ""45.675"", ""measurand"": ""Current.Import"", ""unit"": ""A""}, {""value"": ""10.502"", ""measurand"": ""Power.Active.Import"", ""unit"": ""kW""}, {""value"": ""51.82"", ""measurand"": ""SoC"", ""unit"": ""Percent""}]}], ""transaction_id"": 1, ""payload"": {}, ""message_type"": ""MeterValues"", ""timestamp"": ""2025-12-15T11:05:59.795329""}"
2025-12-15T11:06:00.873245,CP_001,1,1,10.515,45.701,230.08,51.91,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""meter_value"": [{""timestamp"": ""2025-12-15T11:06:00+00:00"", ""sampled_value"": [{""value"": ""230.08"", ""measurand"": ""Voltage"", ""unit"": ""V""}, {""value"": ""45.701"", ""measurand"": ""Current.Import"", ""unit"": ""A""}, {""value"": ""10.515"", ""measurand"": ""Power.Active.Import"", ""unit"": ""kW""}, {""value"": ""51.91"", ""measurand"": ""SoC"", ""unit"": ""Percent""}]}], ""transaction_id"": 1, ""payload"": {}, ""message_type"": ""MeterValues"", ""timestamp"": ""2025-12-15T11:06:00.873245""}"
2025-12-15T11:06:01.957719,CP_001,1,1,10.673,46.291,230.57,52.0,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""meter_value"": [{""timestamp"": ""2025-12-15T11:06:01+00:00"", ""sampled_value"": [{""value"": ""230.57"", ""measurand"": ""Voltage"", ""unit"": ""V""}, {""value"": ""46.291"", ""measurand"": ""Current.Import"", ""unit"": ""A""}, {""value"": ""10.673"", ""measurand"": ""Power.Active.Import"", ""unit"": ""kW""}, {""value"": ""52.00"", ""measurand"": ""SoC"", ""unit"": ""Percent""}]}], ""transaction_id"": 1, ""payload"": {}, ""message_type"": ""MeterValues"", ""timestamp"": ""2025-12-15T11:06:01.957719""}"
2025-12-15T11:06:03.033137,CP_001,1,1,11.432,49.759,229.74,52.09,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""meter_value"": [{""timestamp"": ""2025-12-15T11:06:03+00:00"", ""sampled_value"": [{""value"": ""229.74"", ""measurand"": ""Voltage"", ""unit"": ""V""}, {""value"": ""49.759"", ""measurand"": ""Current.Import"", ""unit"": ""A""}, {""value"": ""11.432"", ""measurand"": ""Power.Active.Import"", ""unit"": ""kW""}, {""value"": ""52.09"", ""measurand"": ""SoC"", ""unit"": ""Percent""}]}], ""transaction_id"": 1, ""payload"": {}, ""message_type"": ""MeterValues"", ""timestamp"": ""2025-12-15T11:06:03.033137""}"
