timestamp,cp_id,message_type,raw_payload
2025-12-15T11:12:06.311128,CP_001,BootNotification,"{""cp_id"": ""CP_001"", ""vendor"": ""AegisChargeSim"", ""model"": ""SimulatedModel"", ""payload"": {}, ""message_type"": ""BootNotification"", ""timestamp"": ""2025-12-15T11:12:06.311128""}"
2025-12-15T11:12:06+00:00,CP_001,StatusNotification,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""status"": ""Available"", ""error_code"": ""NoError"", ""timestamp"": ""2025-12-15T11:12:06+00:00"", ""payload"": {}, ""message_type"": ""StatusNotification""}"
2025-12-15T11:12:06.332107,CP_001,Authorize,"{""cp_id"": ""CP_001"", ""id_tag"": ""YUNUS_TAG"", ""status"": ""Accepted"", ""authorized"": true, ""timestamp"": ""2025-12-15T11:12:06.332107"", ""message_type"": ""Authorize""}"
2025-12-15T11:12:06+00:00,CP_001,StatusNotification,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""status"": ""Preparing"", ""error_code"": ""NoError"", ""timestamp"": ""2025-12-15T11:12:06+00:00"", ""payload"": {}, ""message_type"": ""StatusNotification""}"
2025-12-15T11:12:06+00:00,CP_001,StartTransaction,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""id_tag"": ""YUNUS_TAG"", ""meter_start"": 0, ""timestamp"": ""2025-12-15T11:12:06+00:00"", ""transaction_id"": 1, ""authorized"": true, ""payload"": {}, ""message_type"": ""StartTransaction""}"
2025-12-15T11:12:06+00:00,CP_001,StatusNotification,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""status"": ""Charging"", ""error_code"": ""NoError"", ""timestamp"": ""2025-12-15T11:12:06+00:00"", ""payload"": {}, ""message_type"": ""StatusNotification""}"
2025-12-15T11:12:07.302885,CP_001,MeterValues,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""meter_value"": [{""timestamp"": ""2025-12-15T11:12:07+00:00"", ""sampled_value"": [{""value"": ""230.73"", ""measurand"": ""Voltage"", ""unit"": ""V""}, {""value"": ""-94.126"", ""measurand"": ""Current.Import"", ""unit"": ""A""}, {""value"": ""-21.718"", ""measurand"": ""Power.Active.Import"", ""unit"": ""kW""}, {""value"": ""49.82"", ""measurand"": ""SoC"", ""unit"": ""Percent""}]}], ""transaction_id"": 1, ""payload"": {}, ""message_type"": ""MeterValues"", ""timestamp"": ""2025-12-15T11:12:07.302885""}"
2025-12-15T11:12:08.963495,CP_001,MeterValues,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""meter_value"": [{""timestamp"": ""2025-12-15T11:12:08+00:00"", ""sampled_value"": [{""value"": ""230.27"", ""measurand"": ""Voltage"", ""unit"": ""V""}, {""value"": ""-95.650"", ""measurand"": ""Current.Import"", ""unit"": ""A""}, {""value"": ""-22.026"", ""measurand"": ""Power.Active.Import"", ""unit"": ""kW""}, {""value"": ""49.64"", ""measurand"": ""SoC"", ""unit"": ""Percent""}]}], ""transaction_id"": 1, ""payload"": {}, ""message_type"": ""MeterValues"", ""timestamp"": ""2025-12-15T11:12:08.963495""}"
2025-12-15T11:12:10.794289,CP_001,MeterValues,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""meter_value"": [{""timestamp"": ""2025-12-15T11:12:10+00:00"", ""sampled_value"": [{""value"": ""228.74"", ""measurand"": ""Voltage"", ""unit"": ""V""}, {""value"": ""-93.313"", ""measurand"": ""Current.Import"", ""unit"": ""A""}, {""value"": ""-21.345"", ""measurand"": ""Power.Active.Import"", ""unit"": ""kW""}, {""value"": ""49.46"", ""measurand"": ""SoC"", ""unit"": ""Percent""}]}], ""transaction_id"": 1, ""payload"": {}, ""message_type"": ""MeterValues"", ""timestamp"": ""2025-12-15T11:12:10.794289""}"
2025-12-15T11:12:12.573376,CP_001,MeterValues,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""meter_value"": [{""timestamp"": ""2025-12-15T11:12:12+00:00"", ""sampled_value"": [{""value"": ""228.05"", ""measurand"": ""Voltage"", ""unit"": ""V""}, {""value"": ""-99.906"", ""measurand"": ""Current.Import"", ""unit"": ""A""}, {""value"": ""-22.784"", ""measurand"": ""Power.Active.Import"", ""unit"": ""kW""}, {""value"": ""49.27"", ""measurand"": ""SoC"", ""unit"": ""Percent""}]}], ""transaction_id"": 1, ""payload"": {}, ""message_type"": ""MeterValues"", ""timestamp"": ""2025-12-15T11:12:12.573376""}"
