Timestamp,Transaction_ID,Voltage,Current_Import,Power_Import,SoC,Label
2025-12-11T22:05:09.872939,1,400.0,17.841,7.137,20.0,normal
2025-12-11T22:05:09.875107,1,400.0,16.828,6.731,20.0,normal
2025-12-11T22:05:09.877103,1,400.0,17.386,6.954,20.0,normal
2025-12-11T22:05:09.879566,1,400.0,18.075,7.23,20.0,normal
2025-12-11T22:05:09.881346,1,400.0,17.366,6.946,20.0,normal
2025-12-11T22:05:09.883521,1,400.0,17.042,6.817,20.0,normal
2025-12-11T22:05:09.886143,1,400.0,17.404,6.962,20.0,normal
2025-12-11T22:05:09.888008,1,400.0,16.944,6.778,20.0,normal
2025-12-11T22:05:09.889533,1,400.0,17.863,7.145,20.0,normal
2025-12-11T22:05:09.892241,1,400.0,17.382,6.953,20.0,normal
2025-12-11T22:05:10.900039,1,400.0,16.976,6.79,20.01,normal
2025-12-11T22:05:10.901989,1,400.0,17.704,7.082,20.01,normal
2025-12-11T22:05:10.903782,1,400.0,17.387,6.955,20.01,normal
2025-12-11T22:05:10.906340,1,400.0,18.147,7.259,20.01,normal
2025-12-11T22:05:10.908585,1,400.0,17.726,7.09,20.01,normal
2025-12-11T22:05:10.911952,1,400.0,17.977,7.191,20.01,normal
2025-12-11T22:05:10.914564,1,400.0,17.145,6.858,20.01,normal
2025-12-11T22:05:10.916382,1,400.0,18.198,7.279,20.01,normal
2025-12-11T22:05:10.918970,1,400.0,17.387,6.955,20.01,normal
2025-12-11T22:05:10.921059,1,400.0,17.078,6.831,20.01,normal
2025-12-11T22:05:11.937770,1,400.0,17.74,7.096,20.01,normal
2025-12-11T22:05:11.939993,1,400.0,17.572,7.029,20.01,normal
2025-12-11T22:05:11.941923,1,400.0,17.565,7.026,20.01,normal
2025-12-11T22:05:11.943948,1,400.0,17.145,6.858,20.01,normal
2025-12-11T22:05:11.946414,1,400.0,17.313,6.925,20.01,normal
2025-12-11T22:05:11.948989,1,400.0,17.798,7.119,20.01,normal
2025-12-11T22:05:11.950819,1,400.0,16.918,6.767,20.01,normal
2025-12-11T22:05:11.953046,1,400.0,16.809,6.723,20.01,normal
2025-12-11T22:05:11.955119,1,400.0,16.786,6.714,20.01,normal
2025-12-11T22:05:11.956786,1,400.0,17.791,7.117,20.01,normal
2025-12-11T22:05:12.967842,1,400.0,17.367,6.947,20.01,normal
2025-12-11T22:05:12.969358,1,400.0,17.776,7.11,20.01,normal
2025-12-11T22:05:12.970842,1,400.0,16.827,6.731,20.01,normal
2025-12-11T22:05:12.972327,1,400.0,17.775,7.11,20.01,normal
2025-12-11T22:05:12.975311,1,400.0,17.117,6.847,20.01,normal
2025-12-11T22:05:12.977263,1,400.0,16.913,6.765,20.01,normal
2025-12-11T22:05:12.979763,1,400.0,17.332,6.933,20.01,normal
2025-12-11T22:05:12.982214,1,400.0,18.227,7.291,20.01,normal
2025-12-11T22:05:12.984985,1,400.0,16.77,6.708,20.01,normal
2025-12-11T22:05:12.986966,1,400.0,18.039,7.215,20.01,normal
2025-12-11T22:05:13.990728,1,400.0,17.749,7.1,20.02,normal
2025-12-11T22:05:13.992429,1,400.0,16.808,6.723,20.02,normal
2025-12-11T22:05:13.994551,1,400.0,17.015,6.806,20.02,normal
2025-12-11T22:05:13.996230,1,400.0,17.901,7.16,20.02,normal
2025-12-11T22:05:13.997849,1,400.0,17.532,7.013,20.02,normal
2025-12-11T22:05:13.999816,1,400.0,17.483,6.993,20.02,normal
2025-12-11T22:05:14.002427,1,400.0,17.315,6.926,20.02,normal
2025-12-11T22:05:14.005605,1,400.0,17.901,7.16,20.02,normal
2025-12-11T22:05:14.007740,1,400.0,17.815,7.126,20.02,normal
2025-12-11T22:05:14.009917,1,400.0,17.32,6.928,20.02,normal
2025-12-11T22:05:15.025291,1,400.0,17.402,6.961,20.02,normal
2025-12-11T22:05:15.027084,1,400.0,17.498,6.999,20.02,normal
2025-12-11T22:05:15.029634,1,400.0,18.221,7.289,20.02,normal
2025-12-11T22:05:15.031708,1,400.0,17.207,6.883,20.02,normal
2025-12-11T22:05:15.033761,1,400.0,17.33,6.932,20.02,normal
2025-12-11T22:05:15.037265,1,400.0,17.38,6.952,20.02,normal
2025-12-11T22:05:15.040677,1,400.0,17.646,7.058,20.02,normal
2025-12-11T22:05:15.043672,1,400.0,18.12,7.248,20.02,normal
2025-12-11T22:05:15.045945,1,400.0,17.477,6.991,20.02,normal
2025-12-11T22:05:15.047504,1,400.0,17.527,7.011,20.02,normal
2025-12-11T22:05:16.062221,1,400.0,17.397,6.959,20.02,normal
2025-12-11T22:05:16.064584,1,400.0,17.119,6.848,20.02,normal
2025-12-11T22:05:16.066210,1,400.0,18.235,7.294,20.02,normal
2025-12-11T22:05:16.067829,1,400.0,17.781,7.112,20.02,normal
2025-12-11T22:05:16.069441,1,400.0,16.849,6.74,20.02,normal
2025-12-11T22:05:16.072460,1,400.0,16.79,6.716,20.02,normal
2025-12-11T22:05:16.074667,1,400.0,18.154,7.261,20.02,normal
2025-12-11T22:05:16.076276,1,400.0,17.312,6.925,20.02,normal
2025-12-11T22:05:16.079202,1,400.0,18.136,7.254,20.02,normal
2025-12-11T22:05:16.082066,1,400.0,17.995,7.198,20.02,normal
2025-12-11T22:05:17.086374,1,400.0,18.218,7.287,20.03,normal
2025-12-11T22:05:17.088493,1,400.0,18.016,7.206,20.03,normal
2025-12-11T22:05:17.090091,1,400.0,17.508,7.003,20.03,normal
2025-12-11T22:05:17.092087,1,400.0,17.535,7.014,20.03,normal
2025-12-11T22:05:17.093754,1,400.0,17.844,7.137,20.03,normal
2025-12-11T22:05:17.095415,1,400.0,17.699,7.08,20.03,normal
2025-12-11T22:05:17.097632,1,400.0,16.968,6.787,20.03,normal
2025-12-11T22:05:17.099791,1,400.0,17.387,6.955,20.03,normal
2025-12-11T22:05:17.101639,1,400.0,17.947,7.179,20.03,normal
2025-12-11T22:05:17.103119,1,400.0,17.805,7.122,20.03,normal
2025-12-11T22:05:18.116863,1,400.0,16.984,6.794,20.03,normal
2025-12-11T22:05:18.119547,1,400.0,17.062,6.825,20.03,normal
2025-12-11T22:05:18.121144,1,400.0,17.747,7.099,20.03,normal
2025-12-11T22:05:18.123456,1,400.0,17.907,7.163,20.03,normal
2025-12-11T22:05:18.125265,1,400.0,17.033,6.813,20.03,normal
2025-12-11T22:05:18.127624,1,400.0,17.769,7.108,20.03,normal
2025-12-11T22:05:18.129452,1,400.0,17.49,6.996,20.03,normal
2025-12-11T22:05:18.130982,1,400.0,17.354,6.942,20.03,normal
2025-12-11T22:05:18.133967,1,400.0,17.251,6.9,20.03,normal
2025-12-11T22:05:18.135792,1,400.0,17.946,7.178,20.03,normal
2025-12-11T22:05:19.153471,1,400.0,16.84,6.736,20.03,normal
2025-12-11T22:05:19.156178,1,400.0,17.248,6.899,20.03,normal
2025-12-11T22:05:19.157966,1,400.0,17.636,7.054,20.03,normal
2025-12-11T22:05:19.159886,1,400.0,16.847,6.739,20.03,normal
2025-12-11T22:05:19.162519,1,400.0,18.049,7.22,20.03,normal
2025-12-11T22:05:19.164537,1,400.0,17.594,7.037,20.03,normal
2025-12-11T22:05:19.166499,1,400.0,17.672,7.069,20.03,normal
2025-12-11T22:05:19.169412,1,400.0,17.791,7.116,20.03,normal
2025-12-11T22:05:19.171197,1,400.0,17.105,6.842,20.03,normal
2025-12-11T22:05:19.172897,1,400.0,18.221,7.288,20.03,normal
2025-12-11T22:05:20.183976,1,400.0,17.079,6.832,20.04,normal
2025-12-11T22:05:20.185735,1,400.0,18.109,7.244,20.04,normal
2025-12-11T22:05:20.187544,1,400.0,17.041,6.816,20.04,normal
2025-12-11T22:05:20.190942,1,400.0,18.175,7.27,20.04,normal
2025-12-11T22:05:20.193730,1,400.0,17.007,6.803,20.04,normal
2025-12-11T22:05:20.197350,1,400.0,17.123,6.849,20.04,normal
2025-12-11T22:05:20.199806,1,400.0,16.965,6.786,20.04,normal
2025-12-11T22:05:20.202284,1,400.0,17.836,7.134,20.04,normal
2025-12-11T22:05:20.205033,1,400.0,16.971,6.788,20.04,normal
2025-12-11T22:05:20.206723,1,400.0,16.753,6.701,20.04,normal
2025-12-11T22:05:21.212408,1,400.0,18.144,7.258,20.04,normal
2025-12-11T22:05:21.214095,1,400.0,17.777,7.111,20.04,normal
2025-12-11T22:05:21.216023,1,400.0,17.163,6.865,20.04,normal
2025-12-11T22:05:21.217746,1,400.0,16.985,6.794,20.04,normal
2025-12-11T22:05:21.219190,1,400.0,17.529,7.011,20.04,normal
2025-12-11T22:05:21.221193,1,400.0,17.181,6.872,20.04,normal
2025-12-11T22:05:21.223972,1,400.0,17.99,7.196,20.04,normal
2025-12-11T22:05:21.226279,1,400.0,16.905,6.762,20.04,normal
2025-12-11T22:05:21.228094,1,400.0,17.132,6.853,20.04,normal
2025-12-11T22:05:21.230504,1,400.0,17.603,7.041,20.04,normal
2025-12-11T22:05:22.239075,1,400.0,17.468,6.987,20.04,normal
2025-12-11T22:05:22.242113,1,400.0,17.788,7.115,20.04,normal
2025-12-11T22:05:22.245544,1,400.0,17.671,7.068,20.04,normal
2025-12-11T22:05:22.248598,1,400.0,17.512,7.005,20.04,normal
2025-12-11T22:05:22.252365,1,400.0,16.942,6.777,20.04,normal
2025-12-11T22:05:22.254720,1,400.0,17.529,7.012,20.04,normal
2025-12-11T22:05:22.256354,1,400.0,17.633,7.053,20.04,normal
2025-12-11T22:05:22.258547,1,400.0,17.194,6.878,20.04,normal
