timestamp,charge_point_id,scenario,mode,step,message_type,transaction_id,connector_id,id_tag,power_kw,current_a,voltage_v,soc_percent,label,raw_payload
2025-12-12T17:38:32.154110,CP_001,reverse_charging,attack,1,BootNotification,,,,,,,,attack_meta,"{""cp_id"": ""CP_001"", ""vendor"": ""AegisChargeSim"", ""model"": ""SimulatedModel"", ""payload"": {}, ""message_type"": ""BootNotification"", ""timestamp"": ""2025-12-12T17:38:32.154110""}"
2025-12-12T17:38:32+00:00,CP_001,reverse_charging,attack,2,StatusNotification,,1,,,,,,attack_meta,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""status"": ""Available"", ""error_code"": ""NoError"", ""timestamp"": ""2025-12-12T17:38:32+00:00"", ""payload"": {}, ""message_type"": ""StatusNotification""}"
2025-12-12T17:38:32.170644,CP_001,reverse_charging,attack,3,Authorize,,,YUNUS_TAG,,,,,attack_meta,"{""cp_id"": ""CP_001"", ""id_tag"": ""YUNUS_TAG"", ""status"": ""Accepted"", ""authorized"": true, ""timestamp"": ""2025-12-12T17:38:32.170644"", ""message_type"": ""Authorize""}"
2025-12-12T17:38:32+00:00,CP_001,reverse_charging,attack,4,StatusNotification,,1,,,,,,attack_meta,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""status"": ""Preparing"", ""error_code"": ""NoError"", ""timestamp"": ""2025-12-12T17:38:32+00:00"", ""payload"": {}, ""message_type"": ""StatusNotification""}"
2025-12-12T17:38:32+00:00,CP_001,reverse_charging,attack,5,StartTransaction,1,1,YUNUS_TAG,,,,,attack_meta,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""id_tag"": ""YUNUS_TAG"", ""meter_start"": 0, ""timestamp"": ""2025-12-12T17:38:32+00:00"", ""transaction_id"": 1, ""authorized"": true, ""payload"": {}, ""message_type"": ""StartTransaction""}"
2025-12-12T17:38:32+00:00,CP_001,reverse_charging,attack,6,StatusNotification,,1,,,,,,attack_meta,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""status"": ""Charging"", ""error_code"": ""NoError"", ""timestamp"": ""2025-12-12T17:38:32+00:00"", ""payload"": {}, ""message_type"": ""StatusNotification""}"
2025-12-12T17:38:33.067860,CP_001,reverse_charging,attack,7,MeterValues,1,1,,-22.9,-98.762,231.87,49.81,relay_attack_latency,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""meter_value"": [{""timestamp"": ""2025-12-12T17:38:33+00:00"", ""sampled_value"": [{""value"": ""231.87"", ""measurand"": ""Voltage"", ""unit"": ""V""}, {""value"": ""-98.762"", ""measurand"": ""Current.Import"", ""unit"": ""A""}, {""value"": ""-22.900"", ""measurand"": ""Power.Active.Import"", ""unit"": ""kW""}, {""value"": ""49.81"", ""measurand"": ""SoC"", ""unit"": ""Percent""}]}], ""transaction_id"": 1, ""payload"": {}, ""message_type"": ""MeterValues"", ""timestamp"": ""2025-12-12T17:38:33.067860""}"
2025-12-12T17:38:34.845785,CP_001,reverse_charging,attack,8,MeterValues,1,1,,-21.95,-95.173,230.63,49.63,relay_attack_latency,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""meter_value"": [{""timestamp"": ""2025-12-12T17:38:34+00:00"", ""sampled_value"": [{""value"": ""230.63"", ""measurand"": ""Voltage"", ""unit"": ""V""}, {""value"": ""-95.173"", ""measurand"": ""Current.Import"", ""unit"": ""A""}, {""value"": ""-21.950"", ""measurand"": ""Power.Active.Import"", ""unit"": ""kW""}, {""value"": ""49.63"", ""measurand"": ""SoC"", ""unit"": ""Percent""}]}], ""transaction_id"": 1, ""payload"": {}, ""message_type"": ""MeterValues"", ""timestamp"": ""2025-12-12T17:38:34.845785""}"
2025-12-12T17:38:36.828806,CP_001,reverse_charging,attack,9,MeterValues,1,1,,-21.559,-93.836,229.76,49.45,relay_attack_latency,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""meter_value"": [{""timestamp"": ""2025-12-12T17:38:36+00:00"", ""sampled_value"": [{""value"": ""229.76"", ""measurand"": ""Voltage"", ""unit"": ""V""}, {""value"": ""-93.836"", ""measurand"": ""Current.Import"", ""unit"": ""A""}, {""value"": ""-21.559"", ""measurand"": ""Power.Active.Import"", ""unit"": ""kW""}, {""value"": ""49.45"", ""measurand"": ""SoC"", ""unit"": ""Percent""}]}], ""transaction_id"": 1, ""payload"": {}, ""message_type"": ""MeterValues"", ""timestamp"": ""2025-12-12T17:38:36.828806""}"
2025-12-12T17:38:38.617137,CP_001,reverse_charging,attack,10,MeterValues,1,1,,-22.451,-96.918,231.64,49.26,relay_attack_latency,"{""cp_id"": ""CP_001"", ""connector_id"": 1, ""meter_value"": [{""timestamp"": ""2025-12-12T17:38:38+00:00"", ""sampled_value"": [{""value"": ""231.64"", ""measurand"": ""Voltage"", ""unit"": ""V""}, {""value"": ""-96.918"", ""measurand"": ""Current.Import"", ""unit"": ""A""}, {""value"": ""-22.451"", ""measurand"": ""Power.Active.Import"", ""unit"": ""kW""}, {""value"": ""49.26"", ""measurand"": ""SoC"", ""unit"": ""Percent""}]}], ""transaction_id"": 1, ""payload"": {}, ""message_type"": ""MeterValues"", ""timestamp"": ""2025-12-12T17:38:38.617137""}"
