Timestamp,CP_ID,Message_Type,Label
2025-12-11T22:00:40.348518,CP_003,BootNotification,attack_meta
2025-12-11T22:00:40.349038,CP_004,BootNotification,attack_meta
2025-12-11T22:00:40.349589,CP_005,BootNotification,attack_meta
2025-12-11T22:00:40.350049,CP_002,BootNotification,attack_meta
2025-12-11T22:00:40.350782,CP_001,BootNotification,attack_meta
2025-12-11T22:00:42.909047,CP_009,BootNotification,attack_meta
2025-12-11T22:00:42.909362,CP_010,BootNotification,attack_meta
2025-12-11T22:00:42.911157,CP_006,BootNotification,attack_meta
2025-12-11T22:00:42.911738,CP_008,BootNotification,attack_meta
2025-12-11T22:00:42.912447,CP_007,BootNotification,attack_meta
2025-12-11T22:00:42+00:00,CP_001,StatusNotification,attack_meta
2025-12-11T22:00:43+00:00,CP_002,StatusNotification,attack_meta
2025-12-11T22:00:43+00:00,CP_003,StatusNotification,attack_meta
2025-12-11T22:00:43+00:00,CP_004,StatusNotification,attack_meta
2025-12-11T22:00:43+00:00,CP_005,StatusNotification,attack_meta
2025-12-11T22:00:43+00:00,CP_006,StatusNotification,attack_meta
2025-12-11T22:00:43+00:00,CP_007,StatusNotification,attack_meta
2025-12-11T22:00:43+00:00,CP_008,StatusNotification,attack_meta
2025-12-11T22:00:43+00:00,CP_009,StatusNotification,attack_meta
2025-12-11T22:00:43+00:00,CP_010,StatusNotification,attack_meta
2025-12-11T22:00:44.029509,CP_001,Authorize,attack_meta
2025-12-11T22:00:44+00:00,CP_001,StatusNotification,attack_meta
2025-12-11T22:00:44+00:00,CP_001,StartTransaction,attack_meta
2025-12-11T22:00:44+00:00,CP_001,StatusNotification,attack_meta
2025-12-11T22:00:44.142816,CP_002,Authorize,attack_meta
2025-12-11T22:00:44+00:00,CP_002,StatusNotification,attack_meta
2025-12-11T22:00:44+00:00,CP_002,StartTransaction,attack_meta
2025-12-11T22:00:44+00:00,CP_002,StatusNotification,attack_meta
2025-12-11T22:00:44.255071,CP_003,Authorize,attack_meta
2025-12-11T22:00:44+00:00,CP_003,StatusNotification,attack_meta
2025-12-11T22:00:44+00:00,CP_003,StartTransaction,attack_meta
2025-12-11T22:00:44+00:00,CP_003,StatusNotification,attack_meta
2025-12-11T22:00:44.364890,CP_004,Authorize,attack_meta
2025-12-11T22:00:44+00:00,CP_004,StatusNotification,attack_meta
2025-12-11T22:00:44+00:00,CP_004,StartTransaction,attack_meta
2025-12-11T22:00:44+00:00,CP_004,StatusNotification,attack_meta
2025-12-11T22:00:44.481221,CP_005,Authorize,attack_meta
2025-12-11T22:00:44+00:00,CP_005,StatusNotification,attack_meta
2025-12-11T22:00:44+00:00,CP_005,StartTransaction,attack_meta
2025-12-11T22:00:44+00:00,CP_005,StatusNotification,attack_meta
2025-12-11T22:00:44.601002,CP_006,Authorize,attack_meta
2025-12-11T22:00:44+00:00,CP_006,StatusNotification,attack_meta
2025-12-11T22:00:44+00:00,CP_006,StartTransaction,attack_meta
2025-12-11T22:00:44+00:00,CP_006,StatusNotification,attack_meta
2025-12-11T22:00:44.711408,CP_007,Authorize,attack_meta
2025-12-11T22:00:44+00:00,CP_007,StatusNotification,attack_meta
2025-12-11T22:00:44+00:00,CP_007,StartTransaction,attack_meta
2025-12-11T22:00:44+00:00,CP_007,StatusNotification,attack_meta
2025-12-11T22:00:44.824584,CP_008,Authorize,attack_meta
2025-12-11T22:00:44+00:00,CP_008,StatusNotification,attack_meta
2025-12-11T22:00:44+00:00,CP_008,StartTransaction,attack_meta
2025-12-11T22:00:44+00:00,CP_008,StatusNotification,attack_meta
2025-12-11T22:00:44.934428,CP_009,Authorize,attack_meta
2025-12-11T22:00:44+00:00,CP_009,StatusNotification,attack_meta
2025-12-11T22:00:45+00:00,CP_009,StartTransaction,attack_meta
2025-12-11T22:00:45+00:00,CP_009,StatusNotification,attack_meta
2025-12-11T22:00:45.052660,CP_010,Authorize,attack_meta
2025-12-11T22:00:45+00:00,CP_010,StatusNotification,attack_meta
2025-12-11T22:00:45+00:00,CP_010,StartTransaction,attack_meta
2025-12-11T22:00:45+00:00,CP_010,StatusNotification,attack_meta
