Timestamp,Connector_ID,Status,Error_Code,Label
2025-12-11T22:00:42+00:00,1,Available,NoError,attack_meta
2025-12-11T22:00:43+00:00,1,Available,NoError,attack_meta
2025-12-11T22:00:43+00:00,1,Available,NoError,attack_meta
2025-12-11T22:00:43+00:00,1,Available,NoError,attack_meta
2025-12-11T22:00:43+00:00,1,Available,NoError,attack_meta
2025-12-11T22:00:43+00:00,1,Available,NoError,attack_meta
2025-12-11T22:00:43+00:00,1,Available,NoError,attack_meta
2025-12-11T22:00:43+00:00,1,Available,NoError,attack_meta
2025-12-11T22:00:43+00:00,1,Available,NoError,attack_meta
2025-12-11T22:00:43+00:00,1,Available,NoError,attack_meta
2025-12-11T22:00:44+00:00,1,Preparing,NoError,attack_meta
2025-12-11T22:00:44+00:00,1,Charging,NoError,attack_meta
2025-12-11T22:00:44+00:00,1,Preparing,NoError,attack_meta
2025-12-11T22:00:44+00:00,1,Charging,NoError,attack_meta
2025-12-11T22:00:44+00:00,1,Preparing,NoError,attack_meta
2025-12-11T22:00:44+00:00,1,Charging,NoError,attack_meta
2025-12-11T22:00:44+00:00,1,Preparing,NoError,attack_meta
2025-12-11T22:00:44+00:00,1,Charging,NoError,attack_meta
2025-12-11T22:00:44+00:00,1,Preparing,NoError,attack_meta
2025-12-11T22:00:44+00:00,1,Charging,NoError,attack_meta
2025-12-11T22:00:44+00:00,1,Preparing,NoError,attack_meta
2025-12-11T22:00:44+00:00,1,Charging,NoError,attack_meta
2025-12-11T22:00:44+00:00,1,Preparing,NoError,attack_meta
2025-12-11T22:00:44+00:00,1,Charging,NoError,attack_meta
2025-12-11T22:00:44+00:00,1,Preparing,NoError,attack_meta
2025-12-11T22:00:44+00:00,1,Charging,NoError,attack_meta
2025-12-11T22:00:44+00:00,1,Preparing,NoError,attack_meta
2025-12-11T22:00:45+00:00,1,Charging,NoError,attack_meta
2025-12-11T22:00:45+00:00,1,Preparing,NoError,attack_meta
2025-12-11T22:00:45+00:00,1,Charging,NoError,attack_meta
2025-12-11T22:01:21+00:00,1,Finishing,NoError,attack_meta
2025-12-11T22:01:21+00:00,1,Available,NoError,attack_meta
2025-12-11T22:01:21+00:00,1,Finishing,NoError,attack_meta
2025-12-11T22:01:21+00:00,1,Available,NoError,attack_meta
2025-12-11T22:01:21+00:00,1,Finishing,NoError,attack_meta
2025-12-11T22:01:21+00:00,1,Available,NoError,attack_meta
2025-12-11T22:01:21+00:00,1,Finishing,NoError,attack_meta
2025-12-11T22:01:21+00:00,1,Available,NoError,attack_meta
2025-12-11T22:01:21+00:00,1,Finishing,NoError,attack_meta
2025-12-11T22:01:21+00:00,1,Available,NoError,attack_meta
2025-12-11T22:01:21+00:00,1,Finishing,NoError,attack_meta
2025-12-11T22:01:21+00:00,1,Available,NoError,attack_meta
2025-12-11T22:01:21+00:00,1,Finishing,NoError,attack_meta
2025-12-11T22:01:21+00:00,1,Available,NoError,attack_meta
2025-12-11T22:01:21+00:00,1,Finishing,NoError,attack_meta
2025-12-11T22:01:21+00:00,1,Available,NoError,attack_meta
2025-12-11T22:01:21+00:00,1,Finishing,NoError,attack_meta
2025-12-11T22:01:21+00:00,1,Available,NoError,attack_meta
2025-12-11T22:01:21+00:00,1,Finishing,NoError,attack_meta
2025-12-11T22:01:21+00:00,1,Available,NoError,attack_meta
