Timestamp,Connector_ID,Status,Error_Code,Label
2025-12-11T22:03:49+00:00,1,Available,NoError,attack_meta
2025-12-11T22:03:49+00:00,1,Available,NoError,attack_meta
2025-12-11T22:03:49+00:00,1,Available,NoError,attack_meta
2025-12-11T22:03:49+00:00,1,Available,NoError,attack_meta
2025-12-11T22:03:49+00:00,1,Available,NoError,attack_meta
2025-12-11T22:03:49+00:00,1,Available,NoError,attack_meta
2025-12-11T22:03:50+00:00,1,Available,NoError,attack_meta
2025-12-11T22:03:50+00:00,1,Available,NoError,attack_meta
2025-12-11T22:03:50+00:00,1,Available,NoError,attack_meta
2025-12-11T22:03:50+00:00,1,Available,NoError,attack_meta
2025-12-11T22:03:50+00:00,1,Preparing,NoError,attack_meta
2025-12-11T22:03:50+00:00,1,Charging,NoError,attack_meta
2025-12-11T22:03:50+00:00,1,Preparing,NoError,attack_meta
2025-12-11T22:03:50+00:00,1,Charging,NoError,attack_meta
2025-12-11T22:03:50+00:00,1,Preparing,NoError,attack_meta
2025-12-11T22:03:50+00:00,1,Charging,NoError,attack_meta
2025-12-11T22:03:50+00:00,1,Preparing,NoError,attack_meta
2025-12-11T22:03:50+00:00,1,Charging,NoError,attack_meta
2025-12-11T22:03:50+00:00,1,Preparing,NoError,attack_meta
2025-12-11T22:03:51+00:00,1,Charging,NoError,attack_meta
2025-12-11T22:03:51+00:00,1,Preparing,NoError,attack_meta
2025-12-11T22:03:51+00:00,1,Charging,NoError,attack_meta
2025-12-11T22:03:51+00:00,1,Preparing,NoError,attack_meta
2025-12-11T22:03:51+00:00,1,Charging,NoError,attack_meta
2025-12-11T22:03:51+00:00,1,Preparing,NoError,attack_meta
2025-12-11T22:03:51+00:00,1,Charging,NoError,attack_meta
2025-12-11T22:03:51+00:00,1,Preparing,NoError,attack_meta
2025-12-11T22:03:51+00:00,1,Charging,NoError,attack_meta
2025-12-11T22:03:51+00:00,1,Preparing,NoError,attack_meta
2025-12-11T22:03:51+00:00,1,Charging,NoError,attack_meta
2025-12-11T22:04:53+00:00,1,Finishing,NoError,attack_meta
2025-12-11T22:04:53+00:00,1,Available,NoError,attack_meta
2025-12-11T22:04:53+00:00,1,Finishing,NoError,attack_meta
2025-12-11T22:04:53+00:00,1,Available,NoError,attack_meta
2025-12-11T22:04:53+00:00,1,Finishing,NoError,attack_meta
2025-12-11T22:04:53+00:00,1,Available,NoError,attack_meta
2025-12-11T22:04:53+00:00,1,Finishing,NoError,attack_meta
2025-12-11T22:04:53+00:00,1,Available,NoError,attack_meta
2025-12-11T22:04:53+00:00,1,Finishing,NoError,attack_meta
2025-12-11T22:04:53+00:00,1,Available,NoError,attack_meta
2025-12-11T22:04:53+00:00,1,Finishing,NoError,attack_meta
2025-12-11T22:04:53+00:00,1,Available,NoError,attack_meta
2025-12-11T22:04:53+00:00,1,Finishing,NoError,attack_meta
2025-12-11T22:04:53+00:00,1,Available,NoError,attack_meta
2025-12-11T22:04:53+00:00,1,Finishing,NoError,attack_meta
2025-12-11T22:04:53+00:00,1,Available,NoError,attack_meta
2025-12-11T22:04:53+00:00,1,Finishing,NoError,attack_meta
2025-12-11T22:04:53+00:00,1,Available,NoError,attack_meta
2025-12-11T22:04:53+00:00,1,Finishing,NoError,attack_meta
2025-12-11T22:04:53+00:00,1,Available,NoError,attack_meta
